,UNI_TR_D,GRU_TAR,DIC,FIC,ENE_MED,ENE_MAX,UNI_TR_S,ARE_LOC,geometry_untrd,geometry_untrs,eu_dis_untrs,eu_dis_nfe,main_r_dist,secondary_r_dist
887,26877196,1,93.74,30.0,53.416666666666664,295.0,27707534,0,POINT (149620.0349553944 7516980.060108669),POINT (151650.7712599388 7531499.6391658),14660.902630290908,19660.517305718604,13020.113160574407,7287.46991033946
888,26877197,1,62.3,21.0,106.5,132.0,27707534,0,POINT (137631.9210522523 7517570.766256364),POINT (151650.7712599388 7531499.6391658),19762.126952146955,13500.73816275543,4878.444538966263,8107.009934978102
889,26877198,1,278.46,60.0,64.58333333333333,534.0,27707534,0,POINT (138417.4119539753 7516103.818042953),POINT (151650.7712599388 7531499.6391658),20301.554289449112,15072.610646418596,6498.37959800357,9550.314255275849
890,26877199,1,311.5,105.0,94.7,664.0,27707534,0,POINT (137517.8170922023 7517481.067108355),POINT (151650.7712599388 7531499.6391658),19906.299405894337,13574.515764046431,4867.299417718204,8189.286857278911
891,26877200,1,64.25,56.0,37.797619047619044,557.0,27707534,0,POINT (148830.5373321646 7517915.884003452),POINT (151650.7712599388 7531499.6391658),13873.432297668289,18440.342957463592,11851.16429614902,6404.891558718964
892,26877201,1,267.12,88.0,57.229166666666664,507.0,27707534,0,POINT (137144.981915279 7517296.726716893),POINT (151650.7712599388 7531499.6391658),20301.247413471217,13715.249817696094,4771.955105555248,8176.053139620047
893,26877202,1,185.64,40.0,16.166666666666668,60.0,27707534,0,POINT (138031.8397563178 7516254.892732428),POINT (151650.7712599388 7531499.6391658),20442.054425084585,14860.595862339826,6138.573330863511,9400.959983779352
894,26877203,1,18.82,12.0,189.08333333333334,311.0,27707534,0,POINT (144945.8979000735 7514835.113059921),POINT (151650.7712599388 7531499.6391658),17962.78812170734,18533.93616903264,11080.996749571643,10527.972981902662
895,26877204,1,92.82,20.0,153.33333333333334,178.0,27707534,0,POINT (138010.402754434 7515995.288999679),POINT (151650.7712599388 7531499.6391658),20650.533335477816,15114.07449285912,6332.450898090532,9661.02887138504
896,26877205,1,124.6,42.0,207.41666666666666,910.0,27707534,0,POINT (136963.7620050986 7517173.873410441),POINT (151650.7712599388 7531499.6391658),20516.720140636047,13820.798409056231,4764.905555451198,8207.342456559514
897,26877206,1,18.82,12.0,12.5,26.0,27707534,0,POINT (144544.5345259053 7514829.064986892),POINT (151650.7712599388 7531499.6391658),18121.993377512365,18344.07341696044,10846.396979228406,10717.002000908244
898,26877207,1,15.87,9.0,22.25,31.0,27707534,0,POINT (149665.0273239419 7516056.474963713),POINT (151650.7712599388 7531499.6391658),15570.30826772413,20357.551996859725,13585.428967073622,8210.975189929435
899,26877210,1,92.82,20.0,26.833333333333332,30.0,27707534,0,POINT (137626.4099790306 7515651.868649793),POINT (151650.7712599388 7531499.6391658),21162.10149454598,15403.083738651907,6401.680039452112,9866.781665916771
900,26877212,1,62.3,21.0,27.583333333333332,60.0,27707534,0,POINT (135943.1543883426 7516078.666290318),POINT (151650.7712599388 7531499.6391658),22012.170093182984,14866.109479043631,5280.1475331010715,8874.159331196357
901,26877213,1,56.92,35.0,88.47222222222223,552.0,27707534,0,POINT (139906.6399236755 7522195.152004682),POINT (151650.7712599388 7531499.6391658),14983.260732391393,9673.144717646572,2181.216232019675,3589.5769241619632
902,26877214,1,25.79,15.0,36.833333333333336,66.0,27707534,0,POINT (139688.7153747196 7522178.612681534),POINT (151650.7712599388 7531499.6391658),15164.838137002776,9597.305858602374,2067.7138160960876,3555.0576732341083
903,26880590,1,7.27,15.0,94.79166666666667,273.0,27707534,0,POINT (150439.1432467259 7524379.245581308),POINT (151650.7712599388 7531499.6391658),7222.745131906058,16061.945041375242,11661.676240538187,5.696922018895585
904,26880599,1,25.1,20.0,30.916666666666668,120.0,27707534,0,POINT (153171.0432034644 7519935.935290286),POINT (151650.7712599388 7531499.6391658),11663.210282887072,20582.143273282632,15024.51794111139,3688.9054156345464
905,26880601,1,60.96,18.0,69.25,293.0,27707534,0,POINT (144209.9459669176 7522700.608318131),POINT (151650.7712599388 7531499.6391658),11523.403355757777,11790.512771865424,5649.583855022873,3551.1202400933494
906,28546817,2,9.26,4.0,95.0,161.0,27707534,0,POINT (149787.1065962119 7530919.566202704),POINT (151650.7712599388 7531499.6391658),1951.8531249404032,14007.16769830753,12382.129882216987,496.6872710762091
907,34502404,1,0.93,3.0,227.70833333333334,691.0,27707534,1,POINT (154531.5026585798 7533359.845715321),POINT (151650.7712599388 7531499.6391658),3429.137179815826,18906.53967319624,15104.525263574618,2302.470078281481
908,36726582,1,8.76,13.0,130.58333333333331,1391.0,27707534,0,POINT (147598.2011445591 7530158.519286488),POINT (151650.7712599388 7531499.6391658),4268.71492029564,11844.307290900419,10066.402818318986,5.537653485720148
909,37302119,1,67.52000000000001,32.0,19.208333333333332,121.0,27707534,0,POINT (140604.0783062256 7521729.302967396),POINT (151650.7712599388 7531499.6391658),14747.50469209858,10400.987805120185,2987.913583477758,4252.908358655425
910,38272507,1,3.01,3.0,77.5,109.0,27707534,0,POINT (160247.7331663918 7527997.489961016),POINT (151650.7712599388 7531499.6391658),9282.930737303437,24644.53566176133,21785.440566850168,3889.0835582076197
911,38959462,1,23.79,12.0,86.41666666666667,320.0,27707534,0,POINT (148120.245624863 7527346.629848436),POINT (151650.7712599388 7531499.6391658),5450.880447234612,12853.90438567712,9823.985665441132,164.8140074759646
912,40217604,1,196.60000000000002,45.0,252.45833333333331,888.0,27707534,1,POINT (153936.7666446393 7534684.66186711),POINT (151650.7712599388 7531499.6391658),3920.477586561571,18538.151917279043,14002.159626464261,3138.677472919515
913,40994857,1,44.38000000000001,42.0,92.28571428571429,1919.0,27707534,1,POINT (156991.445897178 7525399.522225062),POINT (151650.7712599388 7531499.6391658),8107.665032025256,21924.119984681092,18247.20544113686,408.1351130767509
914,42729594,1,124.6,42.0,62.125,199.0,27707534,0,POINT (136725.4516449568 7516933.969896432),POINT (151650.7712599388 7531499.6391658),20854.828862255843,14041.778219325943,4837.717294953805,8329.22528577293
915,43240580,1,257.54,108.0,80.34722222222224,1604.0,27707534,0,POINT (154780.2894773364 7523622.10258015),POINT (151650.7712599388 7531499.6391658),8476.406486907284,20362.243118899434,16016.593705771149,2.2933187656174834
916,44000649,1,89.6,49.0,61.28571428571429,709.0,27707534,1,POINT (157808.9537864656 7523982.225716821),POINT (151650.7712599388 7531499.6391658),9717.752671935654,23102.83960041808,19033.720907535673,402.9562320059484
917,45602413,1,59.51,18.0,94.25,116.0,27707534,0,POINT (153858.2516243515 7527918.772979437),POINT (151650.7712599388 7531499.6391658),4206.610536275417,18329.64540139705,15507.053911925397,3636.9689596273633
918,45907184,1,0.55,1.0,114.41666666666667,319.0,27707534,0,POINT (150895.9272314803 7530190.368890572),POINT (151650.7712599388 7531499.6391658),1511.2836136524686,15134.73634838796,13265.534939286983,532.2094789028586
919,46113316,1,1.54,3.0,7.166666666666667,30.0,27707534,1,POINT (157336.5275473197 7528418.240840018),POINT (151650.7712599388 7531499.6391658),6467.058079345222,21704.01938785971,19008.904497580672,3337.0607556095792
920,48590978,1,5.2,10.0,81.63333333333334,572.0,27707534,1,POINT (156638.8181724767 7527464.201698986),POINT (151650.7712599388 7531499.6391658),6416.024279119106,21147.106784098018,18138.511202847774,2463.1692763982123
921,50454507,1,12.8,7.0,165.66666666666666,192.0,27707534,1,POINT (157715.3968795337 7524118.676683201),POINT (151650.7712599388 7531499.6391658),9552.92055213423,22972.740180737193,18938.424311986826,302.5409766195482
922,51884402,1,30.45,12.0,131.91666666666666,297.0,27707534,0,POINT (149999.6971223794 7531214.397203317),POINT (151650.7712599388 7531499.6391658),1675.5323884899196,14222.310058034403,12674.244335163981,655.5402553521353
923,52588618,1,189.97999999999996,56.0,91.32142857142857,976.0,27707534,0,POINT (153033.1236798591 7530002.180346732),POINT (151650.7712599388 7531499.6391658),2037.9600407427165,17278.84415118599,15322.412566675446,1409.3128193456903
924,54065758,1,26.14,16.0,6.5,22.0,27707534,0,POINT (140449.8773085192 7520900.118045298),POINT (151650.7712599388 7531499.6391658),15421.085347500997,11076.338829735969,3534.339298845728,4983.7190162309125
925,54091521,1,7.15,8.0,29.416666666666668,60.0,27707534,0,POINT (153240.4000425314 7520155.00296366),POINT (151650.7712599388 7531499.6391658),11455.465517618535,20524.785849896005,15031.497500686428,3462.921420934873
926,57346395,1,31.25,10.0,3.1666666666666665,8.0,27707534,1,POINT (156512.5793248313 7523779.019110557),POINT (151650.7712599388 7531499.6391658),9123.878106226526,21935.74105503258,17742.264002903165,749.4838290345627
927,57586991,1,18.37,6.0,40.25,83.0,27707534,0,POINT (147832.65761625 7529186.737551287),POINT (151650.7712599388 7531499.6391658),4464.02348498985,12180.109581355482,10060.7853601569,658.1709017802042
928,58819226,1,18.37,6.0,64.91666666666667,228.0,27707534,0,POINT (147483.0118816707 7528969.575074084),POINT (151650.7712599388 7531499.6391658),4875.596634601004,11868.416207968578,9677.131998178822,938.0834491375655
929,61052094,1,59.51,18.0,60.166666666666664,69.0,27707534,0,POINT (153756.2614585024 7527692.269009327),POINT (151650.7712599388 7531499.6391658),4350.765045903114,18268.015441246615,15356.471876594482,3673.0556151615756
930,61893792,1,87.99,48.0,54.416666666666664,229.0,27707534,0,POINT (154602.6047466789 7524659.183773028),POINT (151650.7712599388 7531499.6391658),7450.177911563462,19844.126635480767,15829.044480344852,831.6287812174664
931,62018245,2,516.5,174.0,142.5388888888889,3314.0,27707534,1,POINT (150356.5617456961 7532439.324561849),POINT (151650.7712599388 7531499.6391658),1599.3707857480856,14653.111372339876,12113.033905510885,1528.790666387139
932,63800272,1,506.8999999999999,90.0,98.36805555555556,2008.0,27707534,0,POINT (156933.747203327 7529487.584744324),POINT (151650.7712599388 7531499.6391658),5653.158215847063,21203.855991666795,18880.377396615862,4419.2469682960345
933,65883018,1,18.37,6.0,11.083333333333334,100.0,27707534,0,POINT (148370.4447496187 7528956.27039564),POINT (151650.7712599388 7531499.6391658),4150.815186843796,12746.407265175701,10549.629897005543,643.0582915511611
934,66874797,2,94.89,22.0,228.08333333333334,248.0,27707534,1,POINT (151437.8922564529 7535974.091068171),POINT (151650.7712599388 7531499.6391658),4479.513064693052,16446.089685333063,11198.713311091447,4474.645839199977
935,67347136,1,23.41,13.0,82.91666666666667,162.0,27707534,0,POINT (162673.6935258408 7520347.190568471),POINT (151650.7712599388 7531499.6391658),15680.622595935924,28906.101948675143,24219.60571910695,155.94742142793322
936,68339331,1,10.63,6.0,4.083333333333333,49.0,27707534,0,POINT (151862.5866777918 7525517.852457585),POINT (151650.7712599388 7531499.6391658),5985.535731563289,16973.29242510914,13141.940058640386,1176.3048681766554
937,68364865,1,24.91,11.0,42.583333333333336,73.0,27707534,0,POINT (150031.2568963089 7517715.529484238),POINT (151650.7712599388 7531499.6391658),13878.923102579816,19444.503608850187,12986.1681541186,6560.4677419139
938,69845646,1,0.55,1.0,190.58333333333334,246.0,27707534,0,POINT (149759.0884342792 7529685.703945772),POINT (151650.7712599388 7531499.6391658),2620.844309636618,14035.63460501542,12047.718407251301,302.44352916353614
939,69906330,1,20.6,13.0,71.0,159.0,27707534,0,POINT (159512.1645280075 7524082.960140452),POINT (151650.7712599388 7531499.6391658),10807.804211784949,24704.04325365226,20735.4540847208,795.021799301401
940,70584834,1,23.67,13.0,107.83333333333333,116.0,27707534,0,POINT (160187.8321690477 7520979.165686995),POINT (151650.7712599388 7531499.6391658),13548.497008306138,26363.606641739745,21665.091764065855,509.76300696764605
941,73766629,2,6.54,2.0,12.583333333333334,56.0,27707534,1,POINT (153890.4863653382 7531104.7438078),POINT (151650.7712599388 7531499.6391658),2274.261659775329,18111.24077456513,15727.724670537677,1146.3849922374907
942,78837874,1,1.34,2.0,171.25,227.0,27707534,0,POINT (148645.341494858 7529840.667033495),POINT (151650.7712599388 7531499.6391658),3432.899155028812,12912.595395879864,10994.400831439558,10.087096835710833
943,80001522,1,152.81,34.0,116.27777777777777,755.0,27707534,0,POINT (148353.0491514835 7532581.995633261),POINT (151650.7712599388 7531499.6391658),3470.802014988824,12679.353044973808,10545.206846820922,2246.278189748731
944,80250658,1,242.4000000000001,352.0,106.37719298245614,5485.0,27707534,0,POINT (151768.5623409781 7524315.095789924),POINT (151650.7712599388 7531499.6391658),7185.508907420076,17308.269264189283,12990.798990795605,8.975952799544512
945,81049250,1,17.53,8.0,207.33333333333334,254.0,27707534,0,POINT (156553.6949466484 7525654.621290055),POINT (151650.7712599388 7531499.6391658),7629.082162716314,21436.51840514988,17827.936377601156,894.8182648130089
946,83243554,1,29.819999999999993,14.0,61.476190476190474,557.0,27707534,0,POINT (154950.9246122774 7529431.396293847),POINT (151650.7712599388 7531499.6391658),3894.693919467402,19230.535383253624,16965.089104058912,3056.101404112486
947,84600403,1,99.05000000000001,38.0,25.527777777777775,147.0,27707534,0,POINT (157887.9664018596 7519251.044935416),POINT (151650.7712599388 7531499.6391658),13745.2051224777,25009.724886775897,19755.62692249704,1946.5469181520918
948,88215943,1,63.4,24.0,73.58333333333333,140.0,27707534,0,POINT (152231.5431568333 7526486.128791341),POINT (151650.7712599388 7531499.6391658),5047.036979360746,17044.827197848193,13629.791714986872,2150.6916028949913
949,88258913,1,14.25,6.0,29.125,102.0,27707534,1,POINT (157808.0692948563 7525812.569887828),POINT (151650.7712599388 7531499.6391658),8381.830114196526,22617.867772480524,19090.807765475784,812.805229939953
950,89276572,1,57.61,30.0,65.5,179.0,27707534,0,POINT (140668.7899322613 7520967.850999095),POINT (151650.7712599388 7531499.6391658),15215.86263968681,11109.537017062337,3620.7003177445254,4987.7902551926445
951,91054505,1,1.34,2.0,64.0,128.0,27707534,0,POINT (147575.6300841031 7530650.336132357),POINT (151650.7712599388 7531499.6391658),4162.702396954076,11799.322045576895,10197.569738617509,264.5632593347512
952,96997174,1,59.51,18.0,36.916666666666664,49.0,27707534,0,POINT (153934.8934309066 7527124.884056197),POINT (151650.7712599388 7531499.6391658),4935.149071801237,18552.25964402803,15417.335800009592,3090.0919941559473
953,102321736,1,17.18,7.0,1.0,5.0,27707625,0,POINT (136912.803725133 7542384.295307736),POINT (137043.7351078072 7537448.538676368),4937.492941874507,11496.366265870882,179.93122484688712,4425.2680360802515
954,114379278,1,20.19,8.0,259.25,373.0,27707625,1,POINT (140920.305128058 7540819.725300435),POINT (137043.7351078072 7537448.538676368),5137.382054723486,11133.52901975268,58.74945471360812,2125.9167892753185
955,120476759,1,15.54,12.0,86.91666666666666,592.0,27707625,0,POINT (139084.1733695991 7541675.569633544),POINT (137043.7351078072 7537448.538676368),4693.738277014575,11228.846262308729,1159.1586448846658,2858.1519128888763
956,121692093,1,39.81,23.0,150.41666666666666,656.0,27707625,0,POINT (135825.5095628197 7542870.556993361),POINT (137043.7351078072 7537448.538676368),5557.18958721607,11926.763972957357,302.3156051589627,5023.697160111288
957,141169564,1,18.99,26.0,61.45238095238095,795.0,27707625,0,POINT (136525.1095412548 7539216.146009041),POINT (137043.7351078072 7537448.538676368),1842.12056087565,8305.75901186455,640.3350337054841,1306.6027886962504
958,153639343,1,807.9299999999997,304.0,97.95614035087718,5455.0,27707625,1,POINT (137905.9740003058 7537884.807063598),POINT (137043.7351078072 7537448.538676368),966.326038888365,7259.2288868506985,439.66887191447324,1026.992838747678
959,169252315,1,0.0,0.0,5.25,49.0,27707625,1,POINT (133956.8995789489 7535983.269981321),POINT (137043.7351078072 7537448.538676368),3416.952725881151,5359.01116649723,1314.0756417447767,2500.4750805283024
960,171442258,1,0.0,0.0,102.25,863.0,27707625,1,POINT (135446.962146045 7535236.103414146),POINT (137043.7351078072 7537448.538676368),2728.470941926505,4305.121299996634,356.5023473878536,886.1040638761779
961,26877176,1,0.0,0.0,125.40679824561398,13181.0,27707625,1,POINT (136854.9207282633 7537894.196255896),POINT (137043.7351078072 7537448.538676368),484.00573148821906,7032.953620228517,70.23557191130656,4.355331399187768
962,26877178,1,259.1999999999999,45.0,114.22448979591833,7956.0,27707625,1,POINT (136763.869254773 7537866.545791873),POINT (137043.7351078072 7537448.538676368),503.04556881766393,6992.237058881449,149.8371531786132,85.95975206504703
963,26877179,1,163.63999999999982,256.0,118.2708333333333,6753.0,27707625,1,POINT (136916.5763920051 7538056.899508054),POINT (137043.7351078072 7537448.538676368),621.5080373852561,7203.259216808615,5.051411465492798,103.8060407578804
964,26877180,1,419.5299999999997,118.0,110.11414565826333,17948.0,27707625,1,POINT (136686.4945726439 7537948.613618037),POINT (137043.7351078072 7537448.538676368),614.5695625790507,7063.150712752368,195.46343828040847,181.19742469098165
965,26877181,1,455.03999999999957,79.0,117.36934156378605,13547.0,27707625,1,POINT (136612.1972545339 7537902.597130332),POINT (137043.7351078072 7537448.538676368),626.413600126861,7008.306710455369,275.34475940164555,241.84609940606262
966,26877217,1,0.0,0.0,124.46913580246913,9251.0,27707625,1,POINT (136991.048035836 7537543.023410338),POINT (137043.7351078072 7537448.538676368),108.18175680887519,6709.353767744982,113.68565908549179,115.86188280156244
967,26877219,1,3.29,1.0,118.78000000000002,15885.0,27707625,1,POINT (136976.7068544648 7537601.549383642),POINT (137043.7351078072 7537448.538676368),167.0480867494252,6764.374668478891,127.85976259350902,109.4723514239966
968,26877220,1,0.0,0.0,158.0072463768116,6578.0,27707625,1,POINT (136881.9661744151 7537666.90199602),POINT (137043.7351078072 7537448.538676368),271.7567426583909,6812.741178660937,221.11079563553866,23.24760911873965
969,26877221,1,12.010000000000002,4.0,91.88351254480285,12378.0,27707625,1,POINT (136849.6493242336 7537799.835752933),POINT (137043.7351078072 7537448.538676368),401.3463932672506,6938.902257314184,162.48823186374074,6.772903472202641
970,26877223,1,618.0000000000006,900.0,111.96633554083884,22042.0,27707625,1,POINT (136926.0610610319 7538070.296584036),POINT (137043.7351078072 7537448.538676368),632.7954464377121,7217.988706788502,11.749968598356224,119.69406688218137
971,26877225,1,6.25,3.0,119.4846666666667,20590.0,27707625,1,POINT (136696.2111238033 7538057.173230922),POINT (137043.7351078072 7537448.538676368),700.8629969221919,7172.060841275058,205.5387428185404,209.78042745749454
972,26877226,1,1325.3999999999983,232.0,109.09539007092201,35598.0,27707625,1,POINT (136392.1336357843 7537970.992389809),POINT (137043.7351078072 7537448.538676368),835.1900149253227,7053.727036068439,489.6844408540059,471.9333375301463
973,26877228,1,7.16,5.0,118.40679824561406,23923.0,27707625,1,POINT (136566.4270777089 7537995.934977558),POINT (137043.7351078072 7537448.538676368),726.2683155364604,7095.774085384567,317.3878864175423,309.97656352597954
974,26877229,1,398.39000000000044,592.0,97.89669421487604,15650.0,27707625,1,POINT (137017.6785479857 7538235.189418782),POINT (137043.7351078072 7537448.538676368),787.0821652466807,7395.616285641241,50.10281110545796,307.7371613383857
975,26877230,1,342.3099999999999,320.0,119.53930817610062,8963.0,27707625,1,POINT (137026.58522217 7538313.668058554),POINT (137043.7351078072 7537448.538676368),865.299350801946,7474.479946628599,3.996894115462907,383.0033253212032
976,26877231,1,173.30999999999958,153.0,122.07067510548524,25835.0,27707625,1,POINT (136847.8995647451 7538071.202790067),POINT (137043.7351078072 7537448.538676368),652.734370486486,7206.887335580615,65.09581581516764,117.04505016943473
977,26877232,1,1099.0700000000013,419.0,109.76027397260275,11377.0,27707625,1,POINT (137249.156199517 7538333.513053073),POINT (137043.7351078072 7537448.538676368),908.5028741522208,7534.269316379663,44.41819256022189,524.5954433311492
978,26877236,1,52.76000000000007,132.0,105.71361502347418,10894.0,27707625,1,POINT (136555.4256431388 7538349.06857575),POINT (137043.7351078072 7537448.538676368),1024.4023784459334,7445.68094979299,403.67457994066507,508.4143606785913
979,26877237,1,277.92000000000024,410.0,109.56899641577063,16790.0,27707625,1,POINT (137408.5860706075 7538531.141944016),POINT (137043.7351078072 7537448.538676368),1142.42989289453,7760.088059099749,126.56302037496637,777.7054017758078
980,26877238,1,1996.18,1721.0,121.52417695473257,28234.0,27707625,1,POINT (136137.6819345294 7538199.285150197),POINT (137043.7351078072 7537448.538676368),1176.67014102244,7264.218394015635,781.4969660713889,781.1722404290299
981,26877239,1,71.03000000000009,166.0,75.88372093023258,9664.0,27707625,1,POINT (136797.3901396236 7538168.378894698),POINT (137043.7351078072 7537448.538676368),760.8257246403085,7295.789770032231,137.14140076326422,225.5795436324073
982,26877240,1,2090.3800000000024,967.0,115.22999999999998,23155.0,27707625,1,POINT (136621.7742143052 7538191.441836729),POINT (137043.7351078072 7537448.538676368),854.3746843855042,7296.286983707148,310.5615869741637,348.58833445328884
983,26877242,1,40.68000000000001,69.0,113.31597222222221,4353.0,27707625,1,POINT (135987.8079470333 7538114.212521061),POINT (137043.7351078072 7537448.538676368),1248.240295924097,7173.344354739766,907.2188132899796,898.9414381193772
984,26877243,1,626.3299999999988,1178.0,89.63909774436085,51063.0,27707625,1,POINT (136762.9975313323 7538949.253108736),POINT (137043.7351078072 7537448.538676368),1526.7473249895484,8065.504410641982,336.3517135094864,997.2033967066775
985,26877244,1,227.85000000000036,431.0,81.0408277404922,16947.0,27707625,1,POINT (136965.10279284 7538777.979023976),POINT (137043.7351078072 7537448.538676368),1331.7637473687482,7923.236141684028,166.87925523593333,823.0813601527689
986,26877245,1,919.2300000000041,660.0,109.87176724137936,38558.0,27707625,1,POINT (136056.2501283135 7538232.113777614),POINT (137043.7351078072 7537448.538676368),1260.601651600723,7293.468847685692,868.8724616048464,868.8780496883236
987,26877246,1,141.1300000000002,267.0,71.70833333333331,9408.0,27707625,1,POINT (136838.9655440631 7538852.104321333),POINT (137043.7351078072 7537448.538676368),1418.4241586918708,7978.815993546628,267.2278513221084,893.9883233395648
988,26877250,1,93.87,18.0,178.80555555555554,721.0,27707625,1,POINT (135587.2941582074 7537783.754912947),POINT (137043.7351078072 7537448.538676368),1494.5200450102,6842.587884080193,1306.208008747118,1243.2570989533715
989,26877251,1,1306.7800000000009,584.0,109.11394557823131,14000.0,27707625,1,POINT (136304.5312472243 7538563.48053231),POINT (137043.7351078072 7537448.538676368),1337.7285560351286,7637.636235471975,720.0001371295436,835.6588855706002
990,26877252,1,227.7999999999998,308.0,109.88141025641029,8117.0,27707625,1,POINT (137007.180049954 7538651.441773379),POINT (137043.7351078072 7537448.538676368),1203.4584052029643,7804.651019838584,145.80152765904285,703.5892720111316
991,26877253,1,114.12999999999987,297.0,110.26158940397349,24177.0,27707625,1,POINT (136277.919912164 7537820.225624099),POINT (137043.7351078072 7537448.538676368),851.2485541789226,6894.352269517026,619.5288153452769,559.3794287027256
992,26877254,1,108.56999999999987,336.0,117.4669540229885,19658.0,27707625,1,POINT (136139.7068856689 7537794.710468771),POINT (137043.7351078072 7537448.538676368),968.0402555048175,6860.269377625796,759.968422865343,693.0500629153628
993,26877255,1,317.29999999999933,398.0,120.70335820895521,22515.0,27707625,1,POINT (136304.5393237001 7537755.174673932),POINT (137043.7351078072 7537448.538676368),800.2724799988504,6831.465333439461,612.1156666505833,525.5060841989769
994,26877256,1,322.64000000000004,244.0,151.2549019607843,6609.0,27707625,1,POINT (137143.2531338024 7539084.523197146),POINT (137043.7351078072 7537448.538676368),1639.008599649013,8254.00750132421,96.80049994033499,1155.3865121013764
995,26877259,1,80.0,80.0,114.11585365853661,6150.0,27707625,1,POINT (137482.5740542591 7539747.013477634),POINT (137043.7351078072 7537448.538676368),2339.9927420776567,8966.273118904965,1.8078986549260077,1886.1557152280964
996,26877260,1,381.9799999999999,260.0,128.781045751634,8539.0,27707625,0,POINT (136880.2042433254 7539075.095137381),POINT (137043.7351078072 7537448.538676368),1634.756331843077,8205.31516794732,260.9670201182099,1115.9593450819714
997,26877261,1,452.84000000000015,210.0,95.17968750000003,4750.0,27707625,1,POINT (137438.4900314988 7539848.430751327),POINT (137043.7351078072 7537448.538676368),2432.141735432278,9057.689879232526,67.1955605662405,1969.6383615645595
998,26877262,1,82.84,95.0,110.76587301587303,2932.0,27707625,1,POINT (137792.4756551663 7539686.181192851),POINT (137043.7351078072 7537448.538676368),2359.5881926366683,8970.95588044051,313.3735439498352,1952.4961315462751
999,26877263,1,234.42000000000033,266.0,119.60454545454546,8757.0,27707625,1,POINT (137733.9012857306 7539647.801909035),POINT (137043.7351078072 7537448.538676368),2305.013691870474,8920.546123790024,266.5297691244696,1891.5285910868254
1000,26877264,1,250.8000000000001,213.0,129.4972222222222,5066.0,27707625,0,POINT (136456.2620169372 7539157.446078129),POINT (137043.7351078072 7537448.538676368),1807.0664460085493,8241.362274400297,681.528399954546,1271.582098626646
1001,26877265,1,13.350000000000001,18.0,83.91666666666667,341.0,27707625,0,POINT (136013.4973305818 7538806.291131159),POINT (137043.7351078072 7537448.538676368),1704.3713228383874,7865.878748121823,1091.0326380823017,1213.013681656299
1002,26877266,1,675.2899999999989,250.0,145.14814814814812,11582.0,27707625,1,POINT (137878.7716528999 7539505.308847335),POINT (137043.7351078072 7537448.538676368),2219.817462725364,8814.934728194714,431.10567865433336,1839.7963952601299
1003,26877267,1,452.7599999999995,168.0,133.67441860465115,7323.0,27707625,1,POINT (137570.4948753135 7539297.77623082),POINT (137043.7351078072 7537448.538676368),1922.7988416525557,8543.629051815871,179.81876280386928,1505.4664016757902
1004,26877268,1,575.9299999999993,214.0,157.74685534591194,10690.0,27707625,1,POINT (137845.3033204509 7539313.67920392),POINT (137043.7351078072 7537448.538676368),2030.0888618575023,8620.857367180724,423.48260861714425,1662.3374082743198
1005,26877270,1,172.68,90.0,121.03611111111111,4613.0,27707625,1,POINT (137573.4538861724 7540183.306016881),POINT (137043.7351078072 7537448.538676368),2785.597672114372,9411.886816210534,76.27977158794404,2329.267598389742
1006,26877271,1,252.93,120.0,105.81250000000001,1499.0,27707625,1,POINT (137521.6386791821 7540252.365923279),POINT (137043.7351078072 7537448.538676368),2844.2642377340476,9470.02401292638,156.98071471842638,2380.851547737838
1007,26877272,1,47.89,53.0,59.27380952380952,679.0,27707625,0,POINT (136145.3056977576 7539977.463416869),POINT (137043.7351078072 7537448.538676368),2683.7726706930116,9040.968246178028,1347.8541091133652,2148.460276640981
1008,26877273,3,0.05,1.0,4.583333333333333,19.0,27707625,1,POINT (137995.0365091525 7540665.753994094),POINT (137043.7351078072 7537448.538676368),3354.914120631601,9971.02792586836,2.0721079199936496,2926.6622156184867
1009,26877274,1,820.3200000000003,434.0,116.84791666666668,6082.0,27707625,1,POINT (137612.3306129327 7540390.174164385),POINT (137043.7351078072 7537448.538676368),2996.084143145395,9622.372654560217,121.9971347206648,2538.464330265658
1010,26877275,1,19.799999999999997,21.0,94.88888888888887,331.0,27707625,0,POINT (135979.0168931075 7540079.047732769),POINT (137043.7351078072 7537448.538676368),2837.816550187538,9137.336217547865,1535.4709881520412,2304.0862297270032
1011,26877278,1,224.5400000000002,333.0,129.98214285714283,12201.0,27707625,1,POINT (137258.1423309674 7538409.991340684),POINT (137043.7351078072 7537448.538676368),985.0693798220655,7611.034197470974,4.657037884657368,587.3651766291405
1012,26877280,1,813.7900000000011,294.0,107.16033755274266,12395.0,27707625,1,POINT (136557.423052069 7538222.9443615),POINT (137043.7351078072 7537448.538676368),914.4416770475685,7320.466294997879,376.01571984493546,418.0113356907731
1013,26877281,1,70.19999999999999,104.0,78.91666666666667,2281.0,27707625,1,POINT (137195.1863317228 7538658.897257458),POINT (137043.7351078072 7537448.538676368),1219.7972651406428,7843.74635317108,1.2164215554981601,766.7818444119198
1014,26877282,1,73.82000000000005,184.0,111.70138888888891,15573.0,27707625,1,POINT (136824.6775364181 7538126.371879471),POINT (137043.7351078072 7537448.538676368),712.3510867628999,7258.07304520798,101.48358570464987,176.68119076130913
