,COD_ID,geometry,CTMT,UNI_TR_D,DIC,FIC,ENE_MED,ENE_MAX,UNI_TR_S,ARE_LOC,geometry_untrd,geometry_untrs,eu_dis_untrs,eu_dis_nfe,main_r_dist,secondary_r_dist,NODE,ENDNODE,g_degree,g_avg_ndeg,g_pagerank,dist_to_trs,COMP,R,X,impedancia,angulo_impedancia,GRU_TAR_2,GRU_TAR_3,DIC_above,FIC_above
12,26877987,POINT (-42.62251954673962 -22.20146573355669),27117490,26877987,5.26,3.0,0.1813351498637602,0.002878853158904861,27707625,0,POINT (126431.8940769774 7540406.890894108),POINT (137043.7351078072 7537448.538676368),0.49987574915226773,0.44220014979891575,0.1595678253109173,0.04620830236265517,27149006,27707667,0.3333333333333333,0.14285714285714285,0.36360406663311184,0.7748684153333032,0.7517062125767556,0.4432965026971369,0.704448967778165,0.5290348012010818,0.778954554326797,0,0,0,0
13,26877988,POINT (-42.62180554439033 -22.20183450865562),27117490,26877988,7.76,4.0,0.4068119891008174,0.012298774039403078,27707625,0,POINT (126506.5730502854 7540367.775910906),POINT (137043.7351078072 7537448.538676368),0.4961267275464924,0.43952090965009877,0.15930213690887668,0.053969483946795856,27149761,27707667,0.3333333333333333,0.28571428571428564,0.33776229995566764,0.7769698974046567,0.7537389423254803,0.4479835909609542,0.7067960400767813,0.532742312333029,0.7753613615446494,0,0,0,0
14,26877989,POINT (-42.62757317905891 -22.19960732681665),27117490,26877989,6.09,3.6666666666666665,0.3384196185286104,0.01255336649563276,27707625,0,POINT (125905.3085265799 7540600.404250152),POINT (137043.7351078072 7537448.538676368),0.5253146333205879,0.45921310643287305,0.1601708075679535,0.006792837124636268,27153464,27707667,0.0,0.42857142857142855,0.029793352251661076,0.7611554089159228,0.738441842411986,0.41271138740317026,0.6891333874400237,0.5050190318573221,0.803688989588431,0,0,0,0
15,26877990,POINT (-42.62992176128023 -22.19338784397377),27117490,26877990,15.22,6.0,0.5919618528610354,0.009419920880498218,27707625,0,POINT (125646.3539087354 7541284.015937607),POINT (137043.7351078072 7537448.538676368),0.5457665515312023,0.48145111174526334,0.18407981844570595,0.020834326026438945,27147186,27707667,0.0,0.14285714285714285,0.08306544837464452,0.7937620666167319,0.7699817370503561,0.485436386923783,0.7255506303388576,0.5626004415969328,0.748356647501498,0,0,0,0
16,26877991,POINT (-42.61796623425425 -22.20756576934474),27117490,26877991,7.584999999999999,3.5,0.23215258855585827,0.008225294739728172,27707625,0,POINT (126918.0562318696 7539741.953326566),POINT (137043.7351078072 7537448.538676368),0.47102387689646774,0.4150315603923985,0.1453976075035373,0.12191099972891122,27131003,27707667,0.0,0.7142857142857142,0.018694960529660687,0.7983411366637555,0.7744109977292651,0.4956494197967101,0.7306648345508735,0.5708090329802429,0.7414838492713814,0,0,0,0
17,26877992,POINT (-42.61706672424987 -22.2085818719558),27117490,26877992,9.91,4.0,0.6978201634877385,0.007814030002741765,27707625,0,POINT (127013.592871186 7539631.539471428),POINT (137043.7351078072 7537448.538676368),0.46569310648666257,0.410173118353289,0.14391907336895846,0.13552578261991646,27131623,27707667,0.0,0.14285714285714285,0.06307232930260431,0.8020671377360055,0.7780150985334485,0.5039597909080201,0.7348262756692641,0.5775077971741926,0.7360355960097112,1,0,0,0
18,26877993,POINT (-42.62113214733068 -22.21012262016274),27117490,26877993,19.74,5.0,0.9931880108991825,0.009224080529552309,27707625,0,POINT (126598.0568329005 7539450.718673734),POINT (137043.7351078072 7537448.538676368),0.48256207992330474,0.4160114711719678,0.12917460375881842,0.12372972761154016,27149763,27707667,0.0,0.14285714285714285,0.06307232930260431,0.8118570199706668,0.7874846938853085,0.5257948770844527,0.7457602549369948,0.5951869383704126,0.7223056951800864,1,0,1,0
19,26877994,POINT (-42.63089158747675 -22.20176840398858),27117490,26877994,10.44,5.0,0.6005449591280654,0.003975559124201951,27707625,0,POINT (125568.5108752627 7540352.6425218),POINT (137043.7351078072 7537448.538676368),0.5371956884983891,0.4616726809470268,0.1478515950004605,0.0006587938323827817,27161871,27707667,0.3333333333333333,0.14285714285714285,0.35781839468969323,0.746623842544247,0.7243856923919928,0.38030057832513203,0.6729035859340352,0.47994207374048975,0.8325772518639383,0,0,0,0
20,26877995,POINT (-42.62317793861092 -22.20987723564588),27117490,26877995,5.26,3.0,0.2867847411444141,0.004210567545337041,27707625,0,POINT (126386.2467263196 7539472.866205066),POINT (137043.7351078072 7537448.538676368),0.4922140669393432,0.4217203866430109,0.12586540190419454,0.10571241630860033,27130655,27707667,0.0,0.14285714285714285,0.07575437131597124,0.812482199658363,0.7880894201243764,0.527189260799128,0.7464584964050763,0.596319620852201,0.7214565532969601,0,0,0,0
21,26877996,POINT (-42.61228204048376 -22.21560457349221),27117490,26877996,7.585,3.5,0.4212534059945504,0.007304845090282402,27707625,0,POINT (127526.0310955078 7538864.885400368),POINT (137043.7351078072 7537448.538676368),0.4364725241103236,0.38006644890111224,0.13509680749310227,0.22090617636689697,27149419,27707667,0.3333333333333333,0.28571428571428564,0.3552398246834094,0.826554968228496,0.8017017824230468,0.5585767797809085,0.7621758825898269,0.6219253096887579,0.7031620281019936,0,0,0,0
22,26877997,POINT (-42.62529636723355 -22.19076014546431),27117490,26877997,10.57,5.0,0.7610354223433242,0.005248521405350358,27707625,0,POINT (126116.8584134363 7541586.726113908),POINT (137043.7351078072 7537448.538676368),0.5302471009367098,0.47802443518552434,0.19941322533113115,0.031402835913536924,27147283,27707667,0.3333333333333333,0.14285714285714285,0.3635340846107121,0.7994591490799164,0.7754924331260992,0.4981430041798567,0.7319135037673519,0.5728172470462143,0.7398357040282869,0,0,0,0
23,26877998,POINT (-42.6293586975458 -22.20009381327884),27117490,26877998,5.259999999999999,3.0,0.6237835733748542,0.03585836825819592,27707625,0,POINT (125722.2915598965 7540542.061822511),POINT (137043.7351078072 7537448.538676368),0.5326236392327822,0.46225308208936255,0.15628407947749784,0.0009212886481123225,27158372,27707667,0.3333333333333333,0.14285714285714285,0.35424226011516335,0.7533322164687221,0.7308745944044026,0.39526275245895726,0.680395935653085,0.49146741168370384,0.8188756243760218,1,0,0,0
24,26877999,POINT (-42.62288095279371 -22.20025420736573),27117490,26877999,5.26,3.0,0.4490463215258855,0.0037797187732560417,27707625,0,POINT (126391.375798798 7540540.293655399),POINT (137043.7351078072 7537448.538676368),0.5033087426770362,0.4463227994627353,0.16380413851485404,0.03637982893146384,27158588,27707667,0.0,0.14285714285714285,0.07947445152341376,0.77311898515633,0.7500140169532359,0.43483453197658944,0.7018939822211785,0.5229868607929673,0.7867678199565324,1,0,0,0
25,26878975,POINT (-42.51269901674618 -22.35170494752526),27117498,26878975,33.60222222222223,11.555555555555555,0.316076294277929,0.02592926246523834,27707861,1,POINT (138154.8824471331 7524021.567909416),POINT (137875.8785324373 7531399.120387454),0.3346033596657198,0.2425260769807633,0.00970043134853707,0.15100793775935623,27132697,27707908,0.0,0.14285714285714285,0.09631047963111516,0.2726546479458597,0.2641008558342537,0.1872507624807342,0.24989129749805303,0.20654043090089635,0.6933235335551349,0,0,1,1
26,26878976,POINT (-42.48801519954179 -22.35075563216662),27117498,26878976,163.10000000000005,44.5,0.5846049046321525,0.008479887195957854,27707861,0,POINT (140697.3942220202 7524185.989447093),POINT (137875.8785324373 7531399.120387454),0.3510915806257025,0.27720834800438654,0.07485035711951732,0.1790833491522246,27142791,27707908,0.3333333333333333,0.14285714285714285,0.37752255924670586,0.29821021198519454,0.2888203411804853,0.2436011212622223,0.2766753127618058,0.25316566151135245,0.6155383770957198,0,0,1,1
27,26878977,POINT (-42.51891034993264 -22.35829148956054),27117498,26878977,3.2700000000000005,5.0,0.2433985632895714,0.022815400885198386,27707861,1,POINT (137531.5495008078 7523276.550343234),POINT (137875.8785324373 7531399.120387454),0.36858144750310623,0.2607631493481479,0.00011626321255780135,0.2294510934516896,27132483,27707908,0.3333333333333333,0.28571428571428564,0.33031874148938845,0.27926745459019603,0.27049731715635683,0.19331409831978166,0.2558138982021188,0.21250136428987385,0.6891491525944867,0,0,0,0
28,26878978,POINT (-42.49746198408326 -22.34189136459474),27117498,26878978,39.460392156862774,20.803921568627448,0.37046000961692566,0.1698523363753868,27707861,1,POINT (139700.5797643232 7525145.883807235),POINT (137875.8785324373 7531399.120387454),0.2950869982917038,0.2318726455013985,0.04782621496483432,0.07710602313373593,27153532,27707908,0.0,0.14285714285714285,0.1015474536353102,0.28214445391134396,0.2732801922457413,0.19190675895879403,0.2583579535847344,0.21243906346480496,0.6975691968941814,0,0,1,1
29,26878979,POINT (-42.49184753723404 -22.34109128183712),27117498,26878979,52.959090909090904,23.272727272727273,0.43505078028238786,0.04071520896165446,27707861,1,POINT (140277.421711638 7525248.00226854),POINT (137875.8785324373 7531399.120387454),0.2991479428424301,0.24049187720001086,0.06868671455713421,0.08706807976849465,27156958,27707908,0.0,0.14285714285714285,0.1015474536353102,0.28589707907965334,0.2769100461090778,0.19716820895840154,0.2620882747074969,0.21713366611106374,0.6913106862058948,0,0,1,1
30,26878980,POINT (-42.519987699073 -22.35884066236662),27117498,26878980,6.7341176470588255,6.352941176470589,0.38395576214136884,0.06074967686342094,27707861,1,POINT (137421.9006617913 7523213.081119533),POINT (137875.8785324373 7531399.120387454),0.37170857699811816,0.26204402609437866,0.0002810946230500233,0.23811996972490015,27132478,27707908,0.3333333333333333,0.14285714285714285,0.3722457595129457,0.2832507886546315,0.2743503320177545,0.19792823638031729,0.2596834347918259,0.2168271031881856,0.684930617763837,0,0,0,0
31,26878981,POINT (-42.47681620650269 -22.35391365369213),27117498,26878981,151.91666666666666,34.0,0.11353315168029064,0.003250949825702088,27707861,0,POINT (141860.1125528774 7523862.685122737),POINT (137875.8785324373 7531399.120387454),0.386543912205619,0.3097696673933388,0.12117183562317403,0.1959125787291145,27144646,27707908,0.3333333333333333,0.14285714285714285,0.37752255924670586,0.3345899058295488,0.3240098328896777,0.3068388421084097,0.31382507461901826,0.3087181281455088,0.5669615519542002,0,0,1,1
32,26878982,POINT (-42.52906680478918 -22.35971985668601),27117498,26878982,12.479999999999995,7.4375,0.4366314713896457,0.05687203791469195,27707861,1,POINT (136488.1437517068 7523093.698184),POINT (137875.8785324373 7531399.120387454),0.38180336679864046,0.2613371914483259,0.0020989447824456683,0.28668694276794154,27148085,27707908,0.3333333333333333,0.14285714285714285,0.34294956445938407,0.31084590317542327,0.3010426416836402,0.23504650426683685,0.2868860069188221,0.250486527794017,0.6497369269123606,0,0,0,0
33,26878983,POINT (-42.52952320263364 -22.3591580502038),27117498,26878983,7.171000000000001,6.5,0.46982288828337876,0.07743527476401237,27707861,1,POINT (136439.6287298794 7523154.865471861),POINT (137875.8785324373 7531399.120387454),0.3794320759880805,0.25916263035672465,0.005122174298378836,0.28456473400224,27132651,27707908,0.3333333333333333,0.28571428571428564,0.3116959952430407,0.31394128496021984,0.30403675461155283,0.2407179054586089,0.2901130290237122,0.25535828994403675,0.6436460684719896,0,0,0,0
34,26878984,POINT (-42.53145610111812 -22.36128208340136),27117498,26878984,5.789130434782607,5.7391304347826075,0.3626939936026537,0.08101915318632251,27707861,1,POINT (136245.876578669 7522914.757446587),POINT (137875.8785324373 7531399.120387454),0.3917624759499944,0.26669566824239754,2.6182476784621947e-05,0.3027871347185333,27132624,27707908,0.3333333333333333,0.14285714285714285,0.3711763215396243,0.31609119943124697,0.30611633224014306,0.2424007863348157,0.2921001273120564,0.25713111070021677,0.6435687416167672,0,0,0,0
35,26878985,POINT (-42.5317421268976 -22.36047391124197),27117498,26878985,6.279166666666668,6.25,0.34477747502270656,0.07432141318397242,27707861,1,POINT (136214.2847017129 7523003.644012274),POINT (137875.8785324373 7531399.120387454),0.3880693631634535,0.26367472744439374,0.0035505919287075654,0.2960076681988403,27130195,27707908,0.3333333333333333,0.28571428571428564,0.3478148019829834,0.3187452999238102,0.308683600883964,0.25143264933484055,0.29547846639616515,0.26435900478994445,0.6315774253422489,0,0,0,0
36,26878986,POINT (-42.52925948004093 -22.35815189769187),27117498,26878986,19.409473684210532,10.631578947368421,0.397260863329987,0.05785123966942149,27707861,1,POINT (136464.201659998 7523267.026578046),POINT (137875.8785324373 7531399.120387454),0.37421451602924416,0.25550465881528245,0.008430281783196675,0.274733336844903,27143211,27707908,0.3333333333333333,0.14285714285714285,0.35676773704937426,0.3196412868416227,0.30955027459350104,0.2505545149510528,0.2960999823117678,0.2639511942179684,0.63424019567733,0,0,1,1
37,26878987,POINT (-42.53482874944717 -22.36488157672335),27117498,26878987,5.99,6.0,0.6273841961852861,0.019035682111942346,27707861,1,POINT (135907.54225563 7522507.615561352),POINT (137875.8785324373 7531399.120387454),0.41301455870446946,0.27986418786865763,0.0005992394429884623,0.2995946730572736,27132607,27707908,0.3333333333333333,0.14285714285714285,0.3774097196796049,0.3303622389173016,0.31992047880126123,0.2625526383413128,0.3062719614354652,0.2753482087985645,0.6280111561643527,0,0,0,0
38,26878988,POINT (-42.53091214527922 -22.36625733171047),27117498,26878988,15.32,9.0,0.659400544959128,0.005111433159688222,27707861,1,POINT (136314.9042319197 7522364.61065264),POINT (137875.8785324373 7531399.120387454),0.41581648561547147,0.2851603588179905,0.014989255562741175,0.3374263159250387,27132619,27707908,0.3333333333333333,0.28571428571428564,0.3667197224296047,0.3335127403161521,0.32296790804376585,0.2770666914586579,0.31093631395885013,0.28682188785698826,0.6097397836546439,0,0,0,1
39,26878989,POINT (-42.53293169704017 -22.35961631773881),27117498,26878989,11.597777777777774,6.666666666666668,0.3075991522858008,0.04884258352590968,27707861,1,POINT (136089.4096956151 7523095.820826016),POINT (137875.8785324373 7531399.120387454),0.38511210369486787,0.26040601872933794,0.009313380000533375,0.28161314711911023,27149094,27707908,0.0,0.14285714285714285,0.1015474536353102,0.33125540622606564,0.320784425148395,0.2745214964449699,0.30824044459219746,0.2842346431441076,0.6099959736209271,0,0,0,0
40,26878990,POINT (-42.53195905776425 -22.36743793920948),27117498,26878990,32.90625,12.75,0.3356607629427793,0.023677098429360388,27707861,1,POINT (136210.0478359943 7522231.215721006),POINT (137875.8785324373 7531399.120387454),0.4226230542981441,0.2894100044248181,0.015683247994057372,0.3378148594569799,27132313,27707908,0.0,0.14285714285714285,0.0912753056933589,0.3395473025349179,0.3288050428496383,0.29052601435196895,0.3176761067988708,0.29825578256261454,0.5975841477139608,0,0,1,1
41,26878991,POINT (-42.53797416967217 -22.36650940628402),27117498,26878991,10.11,7.0,0.39754768392370565,0.02087658141083389,27707861,1,POINT (135587.5099208485 7522319.558061842),POINT (137875.8785324373 7531399.120387454),0.42469160342248086,0.2861794689209249,0.00014957269221212277,0.290270478584139,27132385,27707908,0.3333333333333333,0.14285714285714285,0.37740750713907356,0.3400150083048711,0.32925744710527943,0.2763086086592926,0.31584499187700504,0.28778695228424955,0.6183702774654686,0,0,0,0
42,26878992,POINT (-42.53001423786674 -22.36818467957926),27117498,26878992,31.3475,11.0,0.32942779291553126,0.026281775096940976,27707861,1,POINT (136412.4877869772 7522153.15411235),POINT (137875.8785324373 7531399.120387454),0.42458064706035004,0.2924194707979167,0.023135491829779593,0.3569255870555428,27132610,27707908,0.0,0.14285714285714285,0.09379259064066181,0.3395426115039346,0.3288005052909496,0.2905155516044791,0.3176708675493798,0.2982468777940108,0.597593235864053,0,0,1,1
43,26878994,POINT (-42.54428355144472 -22.37204029172602),27117498,26878994,11.591290322580653,8.870967741935484,0.369464709501626,0.18973013199639654,27707861,1,POINT (134951.5003162048 7521691.182881128),POINT (137875.8785324373 7531399.120387454),0.4599569676135049,0.3083131128082082,0.00015219759027792777,0.3046203318737139,27138392,27707908,0.3333333333333333,0.14285714285714285,0.3738638106081096,0.36373296076566364,0.35219944037902445,0.30961998368939503,0.34141314122520355,0.3187151369557221,0.6014002040505924,0,0,0,1
44,26878995,POINT (-42.53933003435355 -22.35950608873497),27117498,26878995,20.86818181818182,11.181818181818182,0.38882833787465937,0.03967725510164114,27707861,1,POINT (135429.4602760577 7523092.531079073),POINT (137875.8785324373 7531399.120387454),0.39266449832560457,0.26057324193714587,0.027049353103451846,0.23050431990969927,27132455,27707908,0.3333333333333333,0.14285714285714285,0.37752255924670586,0.361101192574856,0.3496537734108756,0.31039884235598786,0.3374588148387117,0.3180878261295368,0.5948348236304839,0,0,1,1
45,26878997,POINT (-42.53775330247288 -22.36471846218723),27117498,26878997,7.514999999999996,6.548387096774193,0.31733321613782184,0.1784301437468176,27707861,1,POINT (135605.6099240482 7522518.605572732),POINT (137875.8785324373 7531399.120387454),0.41571392056548634,0.2795254338595451,0.005038016048108457,0.2781329156123733,27143784,27707908,0.0,0.14285714285714285,0.1015474536353102,0.36803675712221967,0.3563624332523299,0.3057442083516409,0.3431668962716656,0.31653362294228127,0.6096742736018467,0,0,0,0
46,26878998,POINT (-42.54572629783036 -22.37335322547091),27117498,26878998,25.43483870967741,12.838709677419354,0.34673464006328547,0.08920527985586149,27707861,1,POINT (134806.1993311797 7521542.14656027),POINT (137875.8785324373 7531399.120387454),0.46837416047024977,0.3137298398315294,0.0017988653162402223,0.31143026565645715,27161413,27707908,0.3333333333333333,0.14285714285714285,0.36034401545464945,0.3698119131127236,0.358079513040786,0.3181431114704894,0.3479876046838701,0.32665118217346967,0.5976168234358519,0,0,1,1
47,26878999,POINT (-42.54290083840294 -22.37615421524481),27117498,26878999,30.90357142857143,12.071428571428573,0.24219540677306345,0.02814225843092711,27707861,1,POINT (135104.7917446955 7521238.545213686),POINT (137875.8785324373 7531399.120387454),0.47782470895951723,0.32296598896782047,0.017542850290484142,0.34881488229563223,27161416,27707908,0.0,0.14285714285714285,0.1015474536353102,0.3832989016649612,0.3711252597661832,0.33722366429377304,0.36137722844450815,0.3440440029576946,0.5880896623125701,0,0,1,1
48,26879000,POINT (-42.54892621247467 -22.36690141087138),27117498,26879000,7.188750000000002,6.541666666666668,0.28985013623978206,0.07908033371195801,27707861,1,POINT (134459.4407300967 7522249.500769019),POINT (137875.8785324373 7531399.120387454),0.4430287881042563,0.29177325990450975,0.02855688461778833,0.23802185689417865,27138188,27707908,0.3333333333333333,0.28571428571428564,0.32012806905474533,0.3796443639583294,0.36759028432415075,0.32400269973748186,0.3552676503185934,0.3329279778037438,0.5987316533088612,0,0,0,0
49,26879001,POINT (-42.55193098412758 -22.37769053519003),27117498,26879001,13.640714285714287,7.571428571428571,0.30161541455819385,0.03854138106615487,27707861,1,POINT (134177.9198571548 7521046.284921426),POINT (137875.8785324373 7531399.120387454),0.49882820111115256,0.3328981201546116,0.0003430408235554345,0.3382607504976053,27145470,27707908,0.3333333333333333,0.14285714285714285,0.3596045063193918,0.3892610273787029,0.3768923279078365,0.3454121665072866,0.3676132827908974,0.35165969153347665,0.5849008474191206,0,0,0,0
50,26879002,POINT (-42.54991642450335 -22.36744907731304),27117498,26879002,15.349999999999996,7.0,0.4641916439600363,0.049978457561395954,27707861,1,POINT (134358.7883260177 7522186.386076095),POINT (137875.8785324373 7531399.120387454),0.4473315687841842,0.29437525833237677,0.02854345388025298,0.240076567338503,27138186,27707908,0.3333333333333333,0.14285714285714285,0.37385178326840407,0.38261807836506945,0.3704667103575635,0.3271329278162541,0.35812722269985564,0.33597530040037654,0.5979792672951796,0,0,0,0
51,26879003,POINT (-42.54752385554144 -22.36827050727805),27117498,26879003,5.673888888888887,5.722222222222222,0.2740236148955495,0.04433825545415378,27707861,1,POINT (134607.5963307124 7522101.157717784),POINT (137875.8785324373 7531399.120387454),0.4470763895086842,0.2959784601604904,0.020398166249016927,0.2562356362104993,27138093,27707908,0.0,0.14285714285714285,0.10036296355435625,0.3835043837934058,0.3713240193183175,0.32806588161028977,0.35897950848711513,0.3368835809506444,0.5977576475886246,0,0,0,0
52,26879004,POINT (-42.54681823037697 -22.36422418579747),27117498,26879004,5.793000000000001,5.8,0.26356948228882837,0.024577964043711566,27707861,1,POINT (134669.7629671642 7522551.379306345),POINT (137875.8785324373 7531399.120387454),0.4268395801971816,0.28081141453784897,0.03222032833054101,0.22152148323540402,27132444,27707908,0.3333333333333333,0.14285714285714285,0.38085035035536563,0.3910603621406049,0.37863279543229966,0.336019549094763,0.3662454607742929,0.3446275594392335,0.5959155992857654,0,0,0,0
53,26879005,POINT (-42.50878147908196 -22.35041688363225),27117498,26879005,42.79818181818183,15.818181818181818,0.4601189001733961,0.040362696329951826,27707861,1,POINT (138555.4625356815 7524173.759969682),POINT (137875.8785324373 7531399.120387454),0.3288916553393677,0.24247882674829013,0.0054021155313136,0.1394402537969404,27133273,27707908,0.0,0.14285714285714285,0.1015474536353102,0.28408362132021653,0.2751559176366477,0.2008847077426494,0.2617724553199251,0.21947099938906717,0.6815895199269847,0,0,1,1
54,26879006,POINT (-42.48528829681743 -22.35201467133999),27117498,26879006,137.73000000000002,38.333333333333336,0.5314259763851045,0.012259605969213896,27707861,0,POINT (140981.7744897557 7524052.955047622),POINT (137875.8785324373 7531399.120387454),0.3615721415174327,0.28642647516295344,0.08631575247446009,0.19247401137972095,27142790,27707908,0.3333333333333333,0.14285714285714285,0.37752255924670586,0.30620053488732174,0.2965492517843279,0.2685230071567267,0.28559942674603855,0.2733024479029079,0.5849469698319164,0,0,1,1
55,26879007,POINT (-42.48336311991198 -22.35363550867174),27117498,26879007,156.95000000000005,35.166666666666664,0.23269754768392364,0.012592534565821942,27707861,0,POINT (141184.420128374 7523877.902012015),POINT (137875.8785324373 7531399.120387454),0.3725338273562066,0.2951693750051603,0.09508368726156574,0.2073746495942458,27142498,27707908,0.3333333333333333,0.14285714285714285,0.37752255924670586,0.3131259937562373,0.3032481365658412,0.2879182379435309,0.29333423109579326,0.2893521383231574,0.5653065014131586,0,0,1,1
