,COD_ID,geometry,CTMT,UNI_TR_D,DIC,FIC,ENE_MED,ENE_MAX,UNI_TR_S,ARE_LOC,geometry_untrd,geometry_untrs,TIEMPO_MIN,DISTANCIA_KM,NODE,ENDNODE,g_degree,g_avg_ndeg,g_pagerank,dist_to_trs,COMP,R,X,impedancia,angulo_impedancia,GRU_TAR_2,GRU_TAR_3,DIC_above,FIC_above
10,26877983,POINT (-42.62642579701287 -22.19403790092832),27117490,26877983,11.7325,5.25,0.35006811989100806,0.011652500881281579,27707625,0,POINT (-42.62642579701287 -22.19403790092832),POINT (-42.52043283470749 -22.2303983698888),0.552858126721763,0.540141765533883,27146914,27707667,0.3333333333333333,0.28571428571428564,0.3441735480057476,0.7795320486994886,0.7562172699918132,0.45369814328944263,0.7096576178227623,0.5372717304606679,0.7710475512920022,0,0,0,0
11,26877984,POINT (-42.62553623440965 -22.19620086128066),27117490,26877984,11.71,5.0,0.9896457765667575,0.011339156319768125,27707625,0,POINT (-42.62553623440965 -22.19620086128066),POINT (-42.52043283470749 -22.2303983698888),0.5612947658402205,0.5469535491654938,27146722,27707667,0.3333333333333333,0.14285714285714285,0.3549311748038304,0.7728616022595595,0.7497650546241205,0.4388205615821311,0.7022076279932147,0.5255007825510288,0.7824330855078673,1,0,0,0
12,26877987,POINT (-42.62251954673962 -22.20146573355669),27117490,26877987,5.26,3.0,0.1813351498637602,0.002878853158904861,27707625,0,POINT (-42.62251954673962 -22.20146573355669),POINT (-42.52043283470749 -22.2303983698888),0.5704201101928374,0.5542931831892218,27149006,27707667,0.3333333333333333,0.14285714285714285,0.36360406663311184,0.7748684153333032,0.7517062125767556,0.4432965026971369,0.704448967778165,0.5290348012010818,0.778954554326797,0,0,0,0
13,26877988,POINT (-42.62180554439033 -22.20183450865562),27117490,26877988,7.76,4.0,0.4068119891008174,0.012298774039403078,27707625,0,POINT (-42.62180554439033 -22.20183450865562),POINT (-42.52043283470749 -22.2303983698888),0.5704201101928374,0.5542931831892218,27149761,27707667,0.3333333333333333,0.28571428571428564,0.33776229995566764,0.7769698974046567,0.7537389423254803,0.4479835909609542,0.7067960400767813,0.532742312333029,0.7753613615446494,0,0,0,0
14,26877989,POINT (-42.62757317905891 -22.19960732681665),27117490,26877989,6.09,3.6666666666666665,0.3384196185286104,0.01255336649563276,27707625,0,POINT (-42.62757317905891 -22.19960732681665),POINT (-42.52043283470749 -22.2303983698888),0.5762741046831956,0.5590689724512368,27153464,27707667,0.0,0.42857142857142855,0.029793352251661076,0.7611554089159228,0.738441842411986,0.41271138740317026,0.6891333874400237,0.5050190318573221,0.803688989588431,0,0,0,0
15,26877990,POINT (-42.62992176128023 -22.19338784397377),27117490,26877990,15.22,6.0,0.5919618528610354,0.009419920880498218,27707625,0,POINT (-42.62992176128023 -22.19338784397377),POINT (-42.52043283470749 -22.2303983698888),0.5573347107438017,0.5436607681479992,27147186,27707667,0.0,0.14285714285714285,0.08306544837464452,0.7937620666167319,0.7699817370503561,0.485436386923783,0.7255506303388576,0.5626004415969328,0.748356647501498,0,0,0,0
16,26877991,POINT (-42.61796623425425 -22.20756576934474),27117490,26877991,7.584999999999999,3.5,0.23215258855585827,0.008225294739728172,27707625,0,POINT (-42.61796623425425 -22.20756576934474),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0,27131003,27707667,0.0,0.7142857142857142,0.018694960529660687,0.7983411366637555,0.7744109977292651,0.4956494197967101,0.7306648345508735,0.5708090329802429,0.7414838492713814,0,0,0,0
17,26877992,POINT (-42.61706672424987 -22.2085818719558),27117490,26877992,9.91,4.0,0.6978201634877385,0.007814030002741765,27707625,0,POINT (-42.61706672424987 -22.2085818719558),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0,27131623,27707667,0.0,0.14285714285714285,0.06307232930260431,0.8020671377360055,0.7780150985334485,0.5039597909080201,0.7348262756692641,0.5775077971741926,0.7360355960097112,1,0,0,0
18,26877993,POINT (-42.62113214733068 -22.21012262016274),27117490,26877993,19.74,5.0,0.9931880108991825,0.009224080529552309,27707625,0,POINT (-42.62113214733068 -22.21012262016274),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0,27149763,27707667,0.0,0.14285714285714285,0.06307232930260431,0.8118570199706668,0.7874846938853085,0.5257948770844527,0.7457602549369948,0.5951869383704126,0.7223056951800864,1,0,1,0
19,26877994,POINT (-42.63089158747675 -22.20176840398858),27117490,26877994,10.44,5.0,0.6005449591280654,0.003975559124201951,27707625,0,POINT (-42.63089158747675 -22.20176840398858),POINT (-42.52043283470749 -22.2303983698888),0.5903925619834711,0.5704303237482407,27161871,27707667,0.3333333333333333,0.14285714285714285,0.35781839468969323,0.746623842544247,0.7243856923919928,0.38030057832513203,0.6729035859340352,0.47994207374048975,0.8325772518639383,0,0,0,0
20,26877995,POINT (-42.62317793861092 -22.20987723564588),27117490,26877995,5.26,3.0,0.2867847411444141,0.004210567545337041,27707625,0,POINT (-42.62317793861092 -22.20987723564588),POINT (-42.52043283470749 -22.2303983698888),0.4734848484848486,0.749120249346471,27130655,27707667,0.0,0.14285714285714285,0.07575437131597124,0.812482199658363,0.7880894201243764,0.527189260799128,0.7464584964050763,0.596319620852201,0.7214565532969601,0,0,0,0
