,UNI_TR_D,TIEMPO_MIN,DISTANCIA_KM
856,26878619,11.266666666666667,4.33
857,26878620,11.3,5.42
858,26878621,19.516666666666666,9.855
859,26878622,19.516666666666666,9.855
860,26878623,19.883333333333333,10.151
861,26878624,30.366666666666667,12.521
862,26878625,19.5,9.837
863,26878626,24.683333333333334,11.276
864,26878627,26.383333333333333,11.842
865,26878628,27.066666666666666,12.072
866,26878629,20.05,10.284
867,26878631,28.35,12.5
868,26878632,29.116666666666667,12.755
869,26878633,29.983333333333334,13.041
870,26878634,29.283333333333335,12.81
871,26878635,32.3,13.813
872,26878636,30.466666666666665,13.205
873,26878637,30.466666666666665,13.205
874,26878638,14.316666666666666,5.822
875,26878639,0.0,0.0
876,26878640,9.35,4.822
877,26878641,8.55,4.636
878,26878642,10.083333333333334,5.061
879,26878643,10.533333333333333,5.196
880,26878644,9.1,4.972
881,26878645,11.383333333333333,5.383
882,26878646,11.566666666666666,5.536
883,26878647,11.866666666666667,5.624
884,26878648,9.966666666666667,5.255
885,26878649,11.966666666666667,5.567
886,26878650,0.0,0.0
887,26878651,10.6,5.999
888,26878652,15.533333333333333,6.839
889,26879741,1.4333333333333333,0.595
890,26879742,1.5333333333333334,0.619
891,26879743,0.0,0.0
892,26879744,2.0833333333333335,0.717
893,26879745,0.0,0.0
894,26879747,1.5333333333333334,0.619
895,26879748,2.2,0.731
896,26877622,0.0,0.0
897,26876999,45.083333333333336,21.225
898,26877000,42.75,20.451
899,26877001,43.43333333333333,21.672
900,26877002,43.95,22.073
901,26877003,0.0,0.0
902,26877004,0.0,0.0
903,26877005,0.0,0.0
904,26877006,44.0,20.866
905,26877007,0.0,0.0
906,26877008,45.03333333333333,22.204
907,26877009,50.71666666666667,23.102
908,26877010,0.0,0.0
909,26877011,0.0,0.0
910,26877012,0.0,0.0
911,26877013,0.0,0.0
912,26877014,0.0,0.0
913,26877015,0.0,0.0
914,26877016,50.71666666666667,23.102
915,26877017,0.0,0.0
916,26877018,50.71666666666667,23.102
917,26877019,0.0,0.0
918,26877020,0.0,0.0
919,26877021,0.0,0.0
920,26877022,0.0,0.0
921,26877023,0.0,0.0
922,26877024,0.0,0.0
923,26877025,0.0,0.0
924,26877026,0.0,0.0
925,26877027,0.0,0.0
926,26877028,0.0,0.0
927,26877029,65.76666666666667,29.454
928,26877030,73.98333333333333,32.191
929,26877031,64.01666666666667,28.868
930,26877032,71.51666666666667,31.365
931,26877033,0.0,0.0
932,26877034,0.0,0.0
933,26877035,0.0,0.0
934,26877036,0.0,0.0
935,26877037,0.0,0.0
936,26877038,0.0,0.0
937,26877039,0.0,0.0
938,26877040,0.0,0.0
939,26877041,0.0,0.0
940,26877042,0.0,0.0
941,26877043,0.0,0.0
942,26877044,0.0,0.0
943,26877045,77.03333333333333,33.204
944,26877046,0.0,0.0
945,26877047,0.0,0.0
946,26877048,0.0,0.0
947,26877049,77.06666666666666,33.215
948,26877050,60.28333333333333,27.625
949,26877051,80.35,34.312
950,26877052,0.0,0.0
951,26877053,0.0,0.0
952,26877054,0.0,0.0
953,26877055,0.0,0.0
954,26877056,0.0,0.0
955,26877057,0.0,0.0
956,26877058,0.0,0.0
957,26877059,0.0,0.0
958,26877060,0.0,0.0
959,26877061,0.0,0.0
960,26877062,74.33333333333333,32.307
961,26877063,0.0,0.0
962,26878753,0.0,0.0
963,26878754,28.866666666666667,17.272
964,26878755,31.883333333333333,15.936
965,26878756,23.266666666666666,16.336
966,26878757,24.05,17.141
967,26878758,29.65,17.521
968,26878759,21.116666666666667,14.021
969,26878760,30.266666666666666,17.728
970,26878761,30.233333333333334,17.715
971,26878762,31.283333333333335,18.068
972,26878763,2.8333333333333335,1.293
973,26878764,4.383333333333334,2.08
974,26878765,25.233333333333334,16.587
975,26878766,24.566666666666666,17.707
976,26878767,24.966666666666665,18.119
977,26878768,24.583333333333332,17.709
978,26878769,23.633333333333333,16.712
979,26878770,25.233333333333334,16.587
980,26878771,33.4,16.443
981,26878772,25.2,15.927
982,26878774,33.11666666666667,16.351
983,26878775,32.7,16.218
984,26878776,24.216666666666665,15.573
985,26878777,23.283333333333335,16.355
986,26878778,23.566666666666666,14.141
987,26878779,30.533333333333335,17.81
988,26878780,22.116666666666667,13.652
989,26878781,30.45,17.787
990,26878782,21.316666666666666,13.387
991,26878783,4.966666666666667,2.347
992,26878784,5.116666666666666,2.418
993,26878785,5.783333333333333,2.672
994,26878786,0.0,0.0
995,26878787,6.05,2.902
996,26878788,0.0,0.0
997,26878789,7.916666666666667,3.502
998,26878790,7.066666666666666,3.393
999,26879881,8.2,5.159
1000,26879882,8.316666666666666,5.253
1001,26879883,8.583333333333334,5.398
1002,26879884,9.366666666666667,5.717
1003,26879885,10.433333333333334,5.999
1004,26879886,10.35,5.962
1005,26879887,10.766666666666667,6.132
1006,26879888,9.65,5.835
1007,26879889,11.5,6.168
1008,26879890,10.283333333333333,5.949
1009,26879891,11.033333333333333,6.077
1010,26879892,12.166666666666666,6.369
1011,26879893,12.6,6.452
1012,26879894,11.283333333333333,6.405
1013,26879895,0.0,0.0
1014,26879896,11.85,6.726
1015,26879897,11.85,6.725
1016,26879898,12.95,6.54
1017,26879899,12.233333333333333,6.854
1018,26879900,15.266666666666667,7.342
1019,26879901,12.566666666666666,6.604
1020,26879902,14.316666666666666,6.865
1021,26879903,14.6,6.972
1022,26879904,13.883333333333333,7.298
1023,26879905,13.966666666666667,7.401
1024,26879906,14.533333333333333,7.38
1025,26879907,14.016666666666667,7.092
1026,26880168,14.733333333333333,13.457
1027,26880169,14.316666666666666,12.015
1028,26880170,24.383333333333333,16.391
1029,26880171,20.733333333333334,14.352
1030,26880172,12.783333333333333,11.53
1031,26880173,17.466666666666665,13.248
1032,26880175,18.166666666666668,13.483
1033,26880176,24.916666666666668,16.57
1034,26880177,18.316666666666666,13.533
1035,26880178,12.8,11.513
1036,26880179,18.316666666666666,13.533
1037,26880180,14.5,11.997
1038,26880181,14.45,11.97
1039,26880182,12.933333333333334,11.119
1040,26880183,11.216666666666667,10.461
1041,26880184,27.066666666666666,18.745
1042,26880185,14.066666666666666,11.977
1043,26880186,15.933333333333334,12.442
1044,26880187,15.383333333333333,12.12
1045,26880188,27.283333333333335,17.365
1046,26880189,15.333333333333334,11.599
1047,26880190,11.65,10.023
1048,26880191,15.75,12.466
1049,26880192,17.616666666666667,12.569
1050,26880193,11.216666666666667,9.843
1051,26880194,15.95,12.666
1052,26880195,11.816666666666666,10.114
1053,26880196,0.0,0.0
1054,26880197,16.666666666666668,8.483
1055,26880198,0.0,0.0
1056,26880199,16.666666666666668,8.483
1057,26878046,43.55,29.116
1058,26878047,42.46666666666667,28.753
1059,26878048,43.266666666666666,29.018
1060,26878049,58.516666666666666,23.158
1061,26878050,58.63333333333333,23.194
1062,26878051,44.71666666666667,29.503
1063,26878052,38.266666666666666,23.975
1064,26878053,59.083333333333336,23.345
1065,26878054,45.78333333333333,29.856
1066,26878055,40.75,28.183
1067,26878056,45.8,29.863
1068,26878057,45.8,29.863
1069,26878058,42.483333333333334,28.759
1070,26878059,39.266666666666666,27.689
1071,26878060,38.13333333333333,27.308
1072,26878061,0.8,0.329
1073,26878062,7.216666666666667,4.61
1074,26878063,0.0,0.0
1075,26878064,4.483333333333333,3.707
1076,26878065,5.383333333333334,4.091
1077,26878066,0.0,0.0
1078,26878067,4.566666666666666,3.875
1079,26878068,0.0,0.0
1080,26878069,9.166666666666666,5.337
1081,26878070,0.0,0.0
1082,26878071,5.983333333333333,5.085
1083,26878072,7.883333333333334,4.904
1084,26878073,6.05,5.152
1085,26878074,10.35,5.655
1086,26878075,0.0,0.0
1087,26878076,6.75,5.653
1088,26878077,7.95,5.894
1089,26878078,7.183333333333334,5.822
1090,26877064,0.0,0.0
1091,26877065,74.56666666666666,32.381
1092,26877066,0.0,0.0
1093,26877067,0.0,0.0
1094,26877068,0.0,0.0
1095,26877069,0.0,0.0
1096,26877070,0.0,0.0
1097,26877071,0.0,0.0
1098,26877072,0.0,0.0
1099,26877073,77.36666666666666,33.31
1100,26877074,0.0,0.0
1101,26877075,79.4,33.991
1102,26877076,80.48333333333333,34.352
1103,26877077,0.0,0.0
1104,26877078,0.0,0.0
1105,26877079,0.0,0.0
1106,26877080,0.0,0.0
1107,26877081,0.0,0.0
1108,26877082,0.0,0.0
1109,26877083,0.0,0.0
1110,26877084,0.0,0.0
1111,26877085,82.66666666666667,35.076
1112,26877086,88.38333333333334,36.987
1113,26877087,0.0,0.0
1114,26877088,0.0,0.0
1115,26877089,77.08333333333333,33.215
1116,26877090,0.0,0.0
1117,26877091,0.0,0.0
1118,26877092,0.0,0.0
1119,26877093,0.0,0.0
1120,26877094,0.0,0.0
1121,26877095,0.0,0.0
1122,26877096,0.0,0.0
1123,26877097,0.0,0.0
1124,26877098,0.0,0.0
1125,26877099,0.0,0.0
1126,26877100,0.0,0.0
1127,26877101,0.0,0.0
1128,26877102,0.0,0.0
1129,26877103,0.0,0.0
1130,26877104,80.66666666666667,34.413
1131,26877105,0.0,0.0
1132,26877106,0.0,0.0
1133,26877107,0.0,0.0
1134,26877108,0.0,0.0
1135,26877109,0.0,0.0
1136,26877110,0.0,0.0
1137,26877111,0.0,0.0
1138,26877112,0.0,0.0
1139,26877113,0.0,0.0
1140,26877114,0.0,0.0
1141,26877115,0.0,0.0
1142,26877116,77.28333333333333,33.281
1143,26877117,0.0,0.0
1144,26877118,0.0,0.0
1145,26877119,0.0,0.0
1146,26877120,0.0,0.0
1147,26877121,0.0,0.0
1148,26877122,0.0,0.0
1149,26877123,0.0,0.0
1150,26877124,0.0,0.0
1151,26877125,87.55,36.704
1152,26877126,77.28333333333333,33.281
1153,26877127,81.93333333333334,34.833
1154,26877128,0.0,0.0
1155,26879909,16.416666666666668,7.787
1156,26879910,16.066666666666666,8.014
1157,26879911,15.533333333333333,7.832
1158,26879912,28.7,10.701
1159,26879913,17.433333333333334,8.386
1160,26879914,15.866666666666667,7.76
1161,26879915,16.666666666666668,7.971
1162,26879916,16.866666666666667,8.063
1163,26879917,22.533333333333335,9.713
1164,26879918,20.95,9.267
1165,26879919,17.35,7.954
1166,26879920,28.7,10.701
1167,26879921,29.066666666666666,10.815
1168,26879922,21.9,9.541
1169,26879923,17.483333333333334,8.31
1170,26879924,22.8,9.796
1171,26879925,30.2,11.195
1172,36614938,16.8,11.17
1173,36623526,16.766666666666666,13.019
1174,36636417,6.516666666666667,2.557
1175,36645005,0.0,0.0
1176,36687983,11.783333333333333,4.391
1177,36717994,16.166666666666668,5.811
1178,36726582,19.133333333333333,6.371
1179,36739543,0.0,0.0
1180,36872626,7.533333333333333,3.78
1181,36949878,4.95,2.3
1182,36967046,0.0,0.0
1183,36988516,9.4,4.272
1184,37302119,60.81666666666667,27.801
1185,37302277,59.61666666666667,27.4
1186,37744265,18.916666666666668,8.066
1187,38229492,15.483333333333333,7.222
1188,38268233,58.61666666666667,32.176
1189,38272507,58.266666666666666,28.552
1190,38950874,11.983333333333333,5.064
1191,38959462,20.083333333333332,6.692
1192,39075405,19.25,7.466
1193,39165630,24.55,11.235
1194,39792506,7.416666666666667,2.291
1195,40217604,0.0,0.0
1196,40994857,47.65,23.656
1197,41398490,13.3,7.368
1198,42729594,93.5,38.689
1199,43240580,40.38333333333333,19.886
1200,44000649,0.0,0.0
1201,44043684,22.133333333333333,13.685
1202,44052231,17.966666666666665,8.965
1203,44700672,32.3,13.813
1204,45276036,20.866666666666667,9.85
1205,45602413,67.61666666666666,30.256
1206,45907184,8.133333333333333,2.714
1207,46113316,59.7,28.835
1208,46224917,18.05,9.798
1209,48475030,16.183333333333334,12.618
1210,48590978,55.35,27.645
1211,48908662,3.6,1.177
1212,48960191,0.0,0.0
1213,49806108,16.416666666666668,6.123
1214,50209752,3.7333333333333334,1.383
1215,50454507,48.46666666666667,23.752
1216,50626321,0.0,0.0
1217,26877770,8.8,4.843
1218,26877771,0.0,0.0
1219,26879908,14.983333333333333,7.676
1220,26878079,8.783333333333333,6.251
1221,26878080,8.616666666666667,6.115
1222,26878081,0.0,0.0
1223,26878082,8.6,6.34
1224,26878083,8.816666666666666,6.461
1225,26878084,0.0,0.0
1226,26878086,9.233333333333333,6.835
1227,26878087,9.15,7.798
1228,26878088,10.766666666666667,7.311
1229,26878089,9.116666666666667,8.011
1230,26878090,10.633333333333333,7.364
1231,26878091,10.6,7.253
1232,26879066,4.6,1.937
1233,26879067,0.0,0.0
1234,26879068,6.45,2.29
1235,26879069,6.2,2.167
1236,26879070,0.0,0.0
1237,26879071,6.516666666666667,2.623
1238,26879072,6.083333333333333,2.527
1239,26879073,0.0,0.0
1240,26879074,6.2,2.568
1241,26879075,6.233333333333333,2.583
1242,26879076,0.0,0.0
1243,26879077,6.533333333333333,2.54
1244,26879078,6.316666666666666,2.61
1245,26879079,6.383333333333334,2.616
1246,26879080,6.666666666666667,2.616
1247,26879081,0.0,0.0
1248,26879082,6.85,2.67
1249,26879083,7.233333333333333,2.817
1250,26879084,8.616666666666667,3.184
1251,26879085,7.15,2.805
1252,26879086,8.566666666666666,3.167
1253,26879087,7.266666666666667,2.765
1254,26879088,8.583333333333334,3.171
1255,26879089,10.533333333333333,4.54
1256,26879090,7.316666666666666,2.883
1257,26879091,8.116666666666667,2.998
1258,26879092,10.483333333333333,4.52
1259,26879093,7.466666666666667,2.925
1260,26879094,8.133333333333333,3.093
1261,26879095,9.983333333333333,4.36
1262,26879096,8.083333333333334,3.118
1263,26879097,9.116666666666667,3.396
1264,26879098,0.0,0.0
1265,26879099,9.816666666666666,3.58
1266,26879100,10.333333333333334,4.444
1267,26879101,5.65,2.409
1268,26879102,5.983333333333333,2.458
1269,26879103,0.0,0.0
1270,26879104,6.1,2.535
1271,26879105,5.8,2.455
1272,26879106,6.416666666666667,2.562
1273,26879107,6.516666666666667,2.66
1274,26879108,6.566666666666666,2.619
1275,26879109,6.65,2.654
1276,26879110,0.0,0.0
1277,26880200,16.566666666666666,8.455
1278,26880201,17.533333333333335,13.184
1279,26880202,15.4,8.069
1280,26880203,20.233333333333334,9.681
1281,26880204,0.0,0.0
1282,26880205,17.35,13.122
1283,26880206,14.416666666666666,7.74
1284,26878654,18.183333333333334,7.633
1285,26878655,12.5,7.893
1286,26878656,12.933333333333334,8.312
1287,26878657,15.183333333333334,8.822
1288,26878658,16.6,9.364
1289,26878659,15.25,9.376
1290,26878660,17.633333333333333,9.694
1291,26878661,17.766666666666666,9.736
1292,26878662,16.0,9.917
1293,26878663,0.0,0.0
1294,26878664,18.966666666666665,11.456
1295,26878665,18.416666666666668,11.595
1296,26878666,20.166666666666668,11.696
1297,26878667,18.766666666666666,11.977
1298,26878668,19.166666666666668,11.735
1299,26878669,10.116666666666667,5.506
1300,26878670,12.433333333333334,5.735
1301,26878671,13.266666666666667,6.011
1302,26878672,10.4,5.801
1303,26878673,11.05,5.799
1304,26878674,13.633333333333333,6.135
1305,26878675,13.9,8.56
1306,26878676,14.383333333333333,8.752
1307,26878677,15.016666666666667,8.864
1308,26878678,14.25,8.77
1309,26878679,14.25,8.516
1310,26878680,0.0,0.0
1311,26878681,16.733333333333334,10.443
1312,26878682,19.133333333333333,10.913
1313,26878684,19.733333333333334,11.035
1314,26878685,20.766666666666666,11.346
1315,26878686,18.033333333333335,11.27
1316,26878687,19.233333333333334,11.87
1317,26878688,20.016666666666666,11.996
1318,26878689,21.883333333333333,12.04
1319,26878690,19.083333333333332,12.283
1320,26878691,20.75,11.812
1321,26878692,23.166666666666668,12.293
1322,26878693,24.216666666666665,12.606
1323,26878694,20.333333333333332,12.953
1324,26878695,21.966666666666665,12.647
1325,26878696,19.816666666666666,12.858
1326,26878697,22.133333333333333,12.701
1327,26878698,20.733333333333334,12.953
1328,26879787,1.5,0.619
1329,26879788,0.0,0.0
1330,26879789,1.8166666666666667,0.87
1331,26879790,2.1,0.808
1332,26879791,1.7,0.777
1333,26879793,2.283333333333333,0.845
1334,26879794,2.7,1.435
1335,26879795,2.75,1.469
1336,26879796,3.4833333333333334,1.44
1337,26879797,0.0,0.0
1338,26879798,3.85,1.789
1339,26879799,0.0,0.0
1340,26879800,4.65,1.764
1341,26879801,2.533333333333333,1.136
1342,26879802,0.0,0.0
1343,26879803,2.9833333333333334,1.129
1344,26879804,0.0,0.0
1345,26879805,2.75,1.056
1346,26879806,1.25,0.471
1347,26878653,0.0,0.0
1348,26877129,0.0,0.0
1349,26877130,0.0,0.0
1350,26877131,83.61666666666666,35.397
1351,26877132,0.0,0.0
1352,26877133,88.15,36.904
1353,26877134,83.93333333333334,35.507
1354,26877135,0.0,0.0
1355,26877136,84.5,35.692
1356,26877137,0.0,0.0
1357,26877138,89.68333333333334,37.417
1358,26877139,85.21666666666667,35.935
1359,26877140,86.51666666666667,36.364
1360,26877141,0.0,0.0
1361,26877142,0.0,0.0
1362,26877143,91.0,37.855
1363,26877144,0.0,0.0
1364,26877145,86.96666666666667,36.513
1365,26877146,0.0,0.0
1366,26877147,0.0,0.0
1367,26877148,0.0,0.0
1368,26877149,0.0,0.0
1369,26877150,88.26666666666667,36.947
1370,26877151,94.61666666666666,39.06
1371,26877152,0.0,0.0
1372,26877153,88.9,37.162
1373,26877154,90.98333333333333,37.855
1374,26877155,0.0,0.0
1375,26877156,0.0,0.0
1376,26877157,0.0,0.0
1377,26877158,0.0,0.0
1378,26877159,0.0,0.0
1379,26877160,0.0,0.0
1380,26877161,0.0,0.0
1381,26877162,0.0,0.0
1382,26877163,0.0,0.0
1383,26877164,61.25,27.949
1384,26877165,59.61666666666667,27.404
1385,26877166,58.3,26.963
1386,26877167,59.46666666666667,27.355
1387,26877168,58.28333333333333,26.957
1388,26877169,58.21666666666667,26.938
1389,26877170,54.71666666666667,25.768
1390,26877171,51.56666666666667,24.72
1391,26877172,49.71666666666667,24.106
1392,26877173,48.38333333333333,23.662
1393,26877174,47.016666666666666,23.505
1394,26877175,46.1,23.202
1395,26877176,2.466666666666667,0.697
1396,26877177,2.316666666666667,0.643
1397,26877178,2.7666666666666666,0.741
1398,26877179,0.0,0.0
1399,26877180,3.45,0.906
1400,26877181,3.35,0.897
1401,26877182,0.0,0.0
1402,26877183,0.0,0.0
1403,26877184,0.0,0.0
1404,26877185,90.93333333333334,37.839
1405,26877186,0.0,0.0
1406,26877187,0.0,0.0
1407,26877188,0.0,0.0
1408,26877189,0.0,0.0
1409,26877190,0.0,0.0
1410,26877191,89.51666666666667,37.369
1411,26877192,0.0,0.0
1412,26877773,0.0,0.0
1413,26877774,8.616666666666667,4.837
1414,26877775,10.416666666666666,5.151
1415,26877776,9.0,5.413
1416,26877777,8.933333333333334,5.33
1417,26877778,9.0,5.413
1418,26877779,9.183333333333334,5.594
1419,26877780,0.0,0.0
1420,26877781,2.6,0.786
1421,26877782,2.75,0.884
1422,26877783,2.566666666666667,0.764
1423,26877784,2.9833333333333334,0.966
1424,26877785,0.0,0.0
1425,26877786,2.1,0.527
1426,26877787,2.3833333333333333,0.74
1427,26877788,2.5,0.647
1428,26877789,3.5166666666666666,1.142
1429,26877790,0.0,0.0
1430,26877792,4.183333333333334,1.38
1431,26877793,4.066666666666666,1.499
1432,26877794,0.0,0.0
1433,26877795,3.033333333333333,1.108
1434,26877796,4.3,1.513
1435,26877797,3.033333333333333,1.112
1436,26877798,4.7,1.674
1437,26877799,5.05,1.758
1438,26877800,0.0,0.0
1439,26877801,6.183333333333334,1.891
1440,26877802,5.816666666666666,2.077
1441,26877803,5.816666666666666,1.929
1442,26877804,0.0,0.0
1443,26877805,5.633333333333334,1.758
1444,26877806,5.433333333333334,1.948
1445,26877807,5.533333333333333,1.904
1446,26877808,0.0,0.0
1447,26877809,4.9,1.819
1448,26877810,0.0,0.0
1449,26877811,4.016666666666667,1.473
1450,26877812,4.8,1.838
1451,26877813,6.416666666666667,2.021
1452,26877814,4.766666666666667,1.551
1453,26877815,4.1,1.463
1454,26878791,0.0,0.0
1455,26878792,7.733333333333333,3.742
1456,26878793,8.483333333333333,3.779
1457,26878794,0.0,0.0
1458,26878795,10.316666666666666,4.495
1459,26878796,0.0,0.0
1460,26878797,11.55,5.017
1461,26878798,11.55,5.017
1462,26878799,11.35,4.926
1463,26878800,0.0,0.0
1464,26878801,19.75,7.688
1465,26878802,0.0,0.0
1466,26878803,21.25,8.191
1467,26878804,18.25,7.19
1468,26878805,0.0,0.0
1469,26878806,23.233333333333334,8.851
1470,26878807,0.0,0.0
1471,26877772,8.516666666666667,4.999
1472,26878808,25.4,9.57
1473,26878809,27.3,10.206
1474,26878810,0.0,0.0
1475,26878811,1.8666666666666667,0.748
1476,26880207,15.2,7.999
1477,26880208,0.0,0.0
1478,26880209,14.816666666666666,7.874
1479,26880210,17.416666666666668,13.175
1480,26880211,17.133333333333333,13.082
1481,26880212,16.566666666666666,8.455
1482,26880213,0.0,0.0
1483,26880214,16.65,8.483
1484,26880215,17.55,8.783
1485,26880216,0.0,0.0
1486,26880217,16.566666666666666,8.455
1487,26880218,0.0,0.0
1488,26880219,16.15,8.317
1489,26880220,16.566666666666666,8.455
1490,26880221,18.583333333333332,13.561
1491,26880222,12.0,6.936
1492,26880223,0.0,0.0
1493,26880224,14.566666666666666,7.792
1494,26880225,16.566666666666666,8.455
1495,26880226,14.916666666666666,7.906
1496,26880227,0.0,0.0
1497,26880228,14.833333333333334,7.881
1498,26880229,0.0,0.0
1499,26880230,17.15,8.651
1500,26880231,27.2,17.365
1501,26880232,27.2,17.365
1502,26880233,18.2,9.001
1503,26880234,18.35,9.048
1504,26880235,27.2,17.365
1505,26880236,17.816666666666666,8.871
1506,26880237,18.266666666666666,9.021
1507,26880238,13.55,8.839
1508,26880239,18.45,9.085
1509,26880240,0.0,0.0
1510,26880241,0.0,0.0
1511,26880242,0.0,0.0
1512,26880243,0.0,0.0
1513,83243554,21.133333333333333,7.043
1514,84574636,17.55,5.847
1515,84600403,68.05,33.327
1516,85862868,16.383333333333333,9.453
1517,86021768,9.833333333333334,4.967
1518,86287933,0.0,0.0
1519,87219744,8.5,3.983
1520,87413021,20.416666666666668,12.258
1521,87477508,5.783333333333333,1.877
1522,88215943,0.0,0.0
1523,88258913,49.88333333333333,24.803
1524,88791419,11.783333333333333,4.793
1525,88855790,5.683333333333334,2.443
1526,89276572,0.0,0.0
1527,91054505,26.416666666666668,8.796
1528,91140171,0.0,0.0
1529,91818602,14.183333333333334,7.35
1530,92651766,11.75,5.244
1531,96872663,18.633333333333333,9.147
1532,96997174,61.86666666666667,27.66
1533,97134637,21.583333333333332,17.327
1534,99418993,50.25,24.315
1535,101415715,0.0,0.0
1536,102321736,14.983333333333333,7.74
1537,103326538,1.85,0.614
1538,103455355,0.0,0.0
1539,104052301,10.833333333333334,5.607
1540,26878743,23.55,16.695
1541,26878744,24.2,17.384
1542,26878712,30.916666666666668,15.602
1543,26878713,31.583333333333332,15.839
1544,26878714,32.65,16.194
1545,26878715,23.0,16.125
1546,26878716,33.766666666666666,16.565
1547,26878717,20.316666666666666,12.231
1548,26878718,21.733333333333334,13.418
1549,26878719,20.016666666666666,12.13
1550,26878720,19.616666666666667,12.603
1551,26878721,21.683333333333334,12.541
1552,26878722,21.1,12.652
1553,26878723,19.9,12.683
1554,26878724,22.9,12.943
1555,26878725,20.883333333333333,13.004
1556,26878726,20.183333333333334,13.203
1557,26878727,25.05,12.801
1558,26878728,21.516666666666666,13.21
1559,26878729,25.116666666666667,13.681
1560,26878730,20.783333333333335,13.759
1561,26878731,23.966666666666665,14.3
1562,26878732,23.616666666666667,13.909
1563,26878733,22.916666666666668,13.667
1564,26878734,21.3,14.246
1565,26878735,28.783333333333335,14.906
1566,26878736,21.95,14.924
1567,26878737,29.616666666666667,15.183
1568,26878738,24.666666666666668,14.26
1569,26878739,22.3,14.888
1570,26878740,22.2,15.204
1571,26878741,34.8,16.91
1572,26878742,23.233333333333334,16.372
1573,26877193,0.0,0.0
1574,26877194,94.65,39.06
1575,26877195,89.28333333333333,37.277
1576,26877196,0.0,0.0
1577,26877197,89.75,37.43
1578,26877198,94.65,39.06
1579,26877199,90.08333333333333,37.545
1580,26877200,0.0,0.0
1581,26877201,0.0,0.0
1582,26877202,92.35,38.297
1583,26877203,0.0,0.0
1584,26877204,0.0,0.0
1585,26877205,0.0,0.0
1586,26877206,0.0,0.0
1587,26877207,0.0,0.0
1588,26877208,0.0,0.0
1589,26877210,0.0,0.0
1590,26877211,0.0,0.0
1591,26877212,96.8,39.784
1592,26877213,57.38333333333333,26.648
1593,26877214,56.2,26.25
1594,26877215,96.8,39.784
1595,26877216,55.2,25.922
1596,26877217,0.7333333333333333,0.197
1597,26877588,0.0,0.0
1598,26876548,60.93333333333333,28.396
1599,26876549,62.333333333333336,28.865
1600,26876550,64.43333333333334,30.607
1601,26876551,60.45,28.233
1602,26876552,64.13333333333334,30.212
1603,26876553,64.8,30.729
1604,26876554,64.93333333333334,30.778
1605,26876555,70.98333333333333,30.427
1606,26876556,65.2,30.568
1607,26876557,55.583333333333336,29.584
1608,26876558,61.36666666666667,27.774
1609,26876559,65.91666666666667,30.807
1610,26876560,71.95,30.755
1611,26876561,71.78333333333333,30.702
1612,26876562,55.68333333333333,29.688
1613,26876563,65.9,30.802
1614,26876564,72.83333333333333,31.05
1615,26876565,61.78333333333333,27.912
1616,26876566,68.83333333333333,31.772
1617,26876567,59.4,30.45
1618,26876568,60.35,30.77
1619,26876569,61.083333333333336,31.013
1620,26876570,62.18333333333333,31.372
1621,26876571,56.6,30.567
1622,26876572,63.95,31.958
1623,26876573,69.58333333333333,32.032
1624,26876574,64.35,32.093
1625,26876575,57.166666666666664,31.106
1626,26876576,59.38333333333333,27.11
1627,26876577,61.266666666666666,31.07
1628,26876578,67.65,33.194
1629,26876579,57.93333333333333,31.22
1630,26876580,70.5,34.153
1631,26876581,67.71666666666667,33.215
1632,26876582,57.733333333333334,31.66
1633,26876583,70.5,34.153
1634,26876584,64.83333333333333,32.251
1635,26876585,68.8,33.572
1636,26876586,69.68333333333334,33.871
1637,26878813,6.7,2.878
1638,26878814,0.0,0.0
1639,26878815,6.65,2.947
1640,26878816,6.65,2.591
1641,26878817,6.516666666666667,3.025
1642,26878818,6.383333333333334,3.091
1643,26878819,0.0,0.0
1644,26878820,8.966666666666667,4.044
1645,26878821,10.433333333333334,4.677
1646,26878822,11.016666666666667,4.83
1647,26878823,10.266666666666667,4.473
1648,26878824,12.05,4.971
1649,26878825,12.716666666666667,5.332
1650,26878826,13.05,5.458
1651,26878827,0.0,0.0
1652,26878828,14.733333333333333,6.019
1653,26878829,0.0,0.0
1654,26878830,19.116666666666667,7.48
1655,26878831,22.75,8.69
1656,26878832,0.0,0.0
1657,26878833,23.35,8.888
1658,26878834,0.0,0.0
1659,26878835,0.0,0.0
1660,26879926,17.933333333333334,8.398
1661,26879927,28.416666666666668,10.588
1662,26879928,29.133333333333333,10.815
1663,26879930,16.7,8.168
1664,26879931,17.183333333333334,8.157
1665,26879932,17.333333333333332,8.371
1666,26879933,17.616666666666667,8.372
1667,26879934,24.566666666666666,10.302
1668,26879935,21.933333333333334,9.561
1669,26879936,25.7,10.521
1670,26879937,25.966666666666665,10.573
1671,26879938,30.666666666666668,11.516
1672,26879939,32.483333333333334,11.878
1673,26879940,28.433333333333334,11.068
1674,26879941,30.416666666666668,11.465
1675,26879942,20.05,9.056
1676,26879943,37.56666666666667,13.619
1677,26879944,28.35,11.651
1678,26879945,28.2,11.598
1679,26879946,28.35,11.653
1680,26879947,28.35,11.653
1681,26879948,41.81666666666667,14.067
1682,26879949,24.183333333333334,10.177
1683,26879950,6.533333333333333,1.807
1684,26879951,0.0,0.0
1685,26879952,3.3,1.429
1686,26879953,0.0,0.0
1687,26879954,3.4166666666666665,1.471
