,UNI_TR_D,GRU_TAR,DIC,FIC,ENE_MED,ENE_MAX,UNI_TR_S,ARE_LOC,geometry_untrd,geometry_untrs,EUC_DIST_UNTRS,EUC_DIST_CENT,EUC_DIST_PRIMARY,EUC_DIST_SECONDARY
300,26876534,1,28.17,9.0,12.333333333333334,30.0,27707534,0,POINT (155683.542003497 7522441.510268934),POINT (151650.7712599388 7531499.6391658),9915.288144191127,21420.78750954736,17006.917253026742,1461.0674216687494
301,26876535,1,40.14,14.0,124.875,277.0,27707534,0,POINT (158809.3427907242 7528302.540711606),POINT (151650.7712599388 7531499.6391658),7840.062811430858,22919.095668287253,20426.560969456696,3461.8616185472783
302,26876536,1,103.0,65.0,73.71666666666667,614.0,27707534,0,POINT (159700.6612000677 7524930.706552088),POINT (151650.7712599388 7531499.6391658),10389.976117954986,24418.61306854508,20932.575944322594,1409.2220839729982
303,26876539,1,59.61,14.0,130.75,220.0,27707534,0,POINT (157155.9167161833 7521957.908211863),POINT (151650.7712599388 7531499.6391658),11015.9546155445,22964.15224758664,18525.9719069673,1727.1211822017347
304,26876540,1,51.15,11.0,11.0,30.0,27707534,0,POINT (156509.4681498763 7521956.576763431),POINT (151650.7712599388 7531499.6391658),10708.733607845787,22372.01926953616,17885.041614831698,2354.6674684126724
305,26876541,1,109.32,44.0,70.27083333333333,347.0,27707534,0,POINT (161149.0431676808 7526973.42261514),POINT (151650.7712599388 7531499.6391658),10521.587593936169,25420.79266328376,22530.62968579542,3868.363958909814
306,26876542,1,74.84,38.0,79.14583333333333,532.0,27707534,0,POINT (160786.8115054969 7528754.829477657),POINT (151650.7712599388 7531499.6391658),9539.455518664672,24838.709508028176,22454.352190820897,4816.720704352366
307,26876543,1,57.480000000000004,21.0,30.666666666666668,180.0,27707534,0,POINT (159120.4828513812 7528989.301107101),POINT (151650.7712599388 7531499.6391658),7880.253068796741,23158.125400024157,20874.78629165278,4211.350713410051
308,26876544,1,430.6,138.0,53.68589743589743,1301.0,27707534,0,POINT (161025.8573144533 7528358.840609254),POINT (151650.7712599388 7531499.6391658),9887.206587421562,25115.466100468042,22614.567111058364,4678.073244424979
309,26876545,1,16.15,6.0,145.41666666666666,245.0,27707534,0,POINT (158355.4441148228 7528536.791773118),POINT (151650.7712599388 7531499.6391658),7330.150255168093,22441.427180076516,20029.65920770518,3584.390459766525
310,26876546,1,82.4,52.0,119.60416666666666,543.0,27707534,0,POINT (159978.2798314328 7525150.039399767),POINT (151650.7712599388 7531499.6391658),10472.097029588143,24634.509359236847,21217.787945385484,1762.993427696895
311,26876547,1,48.449999999999996,18.0,19.694444444444446,118.0,27707534,0,POINT (159220.0515061496 7529239.028181714),POINT (151650.7712599388 7531499.6391658),7899.643375940892,23236.96488718927,21028.911457320723,4479.844762619524
312,26876549,1,55.58,20.0,131.125,306.0,27707534,0,POINT (160811.6702697367 7526472.881315487),POINT (151650.7712599388 7531499.6391658),10449.419369199662,25173.112836806147,22141.268900220297,3271.871227516336
313,26876550,1,16.15,6.0,60.0,72.0,27707534,0,POINT (159611.4142345295 7529445.929162749),POINT (151650.7712599388 7531499.6391658),8221.287085702093,23612.614475263123,21441.572227806944,4811.923161935174
314,26876551,1,27.79,10.0,52.166666666666664,243.0,27707534,0,POINT (160521.4712829216 7526091.852835704),POINT (151650.7712599388 7531499.6391658),10389.103517133875,24959.97318504548,21817.917923189132,2796.2799372517775
315,26876552,1,397.41,198.0,85.78333333333332,3125.0,27707534,0,POINT (161079.1771878696 7529308.144621614),POINT (151650.7712599388 7531499.6391658),9679.746209433124,25086.310804884255,22787.527959502084,5432.447517602233
316,26876554,1,24.32,7.0,76.58333333333333,210.0,27707534,0,POINT (160129.8575536671 7529375.299273508),POINT (151650.7712599388 7531499.6391658),8741.151203043875,24134.62271131307,21925.981149301955,4971.000738409286
317,26876555,1,167.99999999999997,85.0,88.34615384615384,1567.0,27707534,0,POINT (161730.3212017667 7528520.056598278),POINT (151650.7712599388 7531499.6391658),10510.720208743276,25800.05572938853,23336.52810689157,5298.8786246523205
318,26876556,1,165.07999999999998,81.0,148.50833333333333,1974.0,27707534,0,POINT (161235.6612558121 7529602.732141975),POINT (151650.7712599388 7531499.6391658),9770.791804660823,25224.303671499732,22785.775612822505,5761.64727090435
319,26876557,1,186.0,105.0,41.51041666666667,666.0,27707534,0,POINT (159729.0167569778 7520230.853970479),POINT (151650.7712599388 7531499.6391658),13865.192753391964,26015.96752209493,21341.496552757926,25.472368630176195
320,26876558,1,134.9,32.0,117.91666666666666,286.0,27707534,0,POINT (156904.5016006124 7521267.006195685),POINT (151650.7712599388 7531499.6391658),11502.541458025797,23017.098984830856,18377.667624901078,1995.1669770879498
321,26876559,1,7.7,5.0,29.833333333333332,33.0,27707534,0,POINT (161501.5084424041 7529553.498796632),POINT (151650.7712599388 7531499.6391658),10041.139645205167,25492.504884572863,23043.94073307607,5887.253215508505
322,26876560,1,3.58,2.0,28.5,100.0,27707534,0,POINT (161882.1859176926 7528729.35430372),POINT (151650.7712599388 7531499.6391658),10599.826607825551,25931.982360386024,23524.300546988386,5551.697530652558
323,26876561,1,164.82999999999998,82.0,115.925,1692.0,27707534,0,POINT (161765.2664189858 7528723.698051742),POINT (151650.7712599388 7531499.6391658),10488.510923439071,25816.017457203627,23408.402590897353,5461.779710773203
324,26876562,1,21.37,12.0,102.16666666666667,116.0,27707534,0,POINT (159777.822529325 7520135.759716108),POINT (151650.7712599388 7531499.6391658),13970.924038242974,26099.86784324708,21407.438742834154,1.906778468541236
325,26876563,1,24.54,14.0,69.95833333333333,161.0,27707534,0,POINT (161393.1501927669 7529721.139389213),POINT (151650.7712599388 7531499.6391658),9903.38370084347,25375.26578300532,22870.334229980854,5951.23173317508
326,26876564,1,10.27,6.0,140.5,222.0,27707534,0,POINT (162070.9839166917 7528866.030183582),POINT (151650.7712599388 7531499.6391658),10747.870862788304,26108.483064050997,23735.599109055376,5783.427706923784
327,26876565,1,165.7,34.0,46.625,160.0,27707534,0,POINT (156810.2981692235 7521118.524213137),POINT (151650.7712599388 7531499.6391658),11592.595291307069,22995.253260496702,18309.920775547573,2096.6916948801145
328,26876566,1,39.58,18.0,89.70833333333333,275.0,27707534,0,POINT (161850.4400541826 7530357.101079196),POINT (151650.7712599388 7531499.6391658),10263.4612481176,25808.095961238556,22996.375415573366,6734.192599944179
329,26876567,1,146.4,64.0,59.54166666666667,324.0,27707534,0,POINT (160023.5276401622 7519424.658271212),POINT (151650.7712599388 7531499.6391658),14693.815467986316,26625.03456890863,21792.80387967429,655.8549909935141
330,26876568,1,66.62,28.0,102.79166666666666,311.0,27707534,0,POINT (159099.6355792966 7519306.909659643),POINT (151650.7712599388 7531499.6391658),14288.04508876286,25849.391980945653,20918.707168112098,1051.96811150469
331,26876569,2,36.6,16.0,245.91666666666666,291.0,27707534,0,POINT (160231.6552586753 7519191.778297342),POINT (151650.7712599388 7531499.6391658),15003.833155466795,26914.016110385823,22047.177865787293,920.5805103489835
332,26876570,1,66.62,28.0,123.125,538.0,27707534,0,POINT (158794.0950100766 7519151.476348741),POINT (151650.7712599388 7531499.6391658),14265.48979726541,25648.80942374448,20658.580310810023,1376.7033905680355
333,26876571,1,34.01,16.0,59.5,119.0,27707534,0,POINT (160533.5881894763 7520366.201223545),POINT (151650.7712599388 7531499.6391658),14242.818436592102,26696.080632388137,22107.467597353665,3.719853959229693
334,26876572,1,66.62,28.0,87.375,201.0,27707534,0,POINT (158582.6624379673 7518611.520120408),POINT (151650.7712599388 7531499.6391658),14634.026371173999,25717.406389195763,20591.93693322327,1916.7111793636927
335,26876573,1,23.1,15.0,30.305555555555557,462.0,27707534,0,POINT (162205.9988761449 7530278.814918436),POINT (151650.7712599388 7531499.6391658),10625.593718605587,26165.60970109808,23351.154656369963,6895.33472553293
336,26876574,1,33.31,14.0,101.33333333333333,128.0,27707534,0,POINT (158707.2275786568 7518528.495064704),POINT (151650.7712599388 7531499.6391658),14766.318263852389,25866.56875020047,20734.280768652177,1907.8018742957825
337,26876575,1,349.52,153.0,61.47222222222222,883.0,27707534,0,POINT (160716.7933483876 7520793.047065348),POINT (151650.7712599388 7531499.6391658),14029.393105679781,26697.975726028086,22216.538736190265,1.5945583592137833
338,26876576,1,65.06,16.0,14.333333333333334,30.0,27707534,0,POINT (157762.5031652593 7521586.344785459),POINT (151650.7712599388 7531499.6391658),11645.886499266882,23668.303870909527,19176.7896672765,1123.4281947321886
339,26876577,1,66.62,28.0,49.33333333333333,163.0,27707534,0,POINT (158630.0451723232 7519417.553353969),POINT (151650.7712599388 7531499.6391658),13953.030563592229,25380.841732235738,20436.25896124214,1314.429814156707
340,26876578,1,66.62,28.0,93.08333333333333,284.0,27707534,0,POINT (157938.0983951255 7519092.008182465),POINT (151650.7712599388 7531499.6391658),13909.701259317832,24921.299842685814,19844.092144638355,2035.2264078245569
341,26876579,1,1064.3700000000001,326.0,68.51388888888889,1702.0,27707534,0,POINT (160470.1612022965 7520876.315441458),POINT (151650.7712599388 7531499.6391658),13807.123013412975,26438.256788437633,21959.90986753933,216.5766541559128
342,26876581,1,139.32,60.0,51.375,415.0,27707534,0,POINT (158094.6830939214 7519238.077215517),POINT (151650.7712599388 7531499.6391658),13851.711128404731,24989.802479018737,19959.152129292852,1821.4672157018676
343,26876582,1,109.28999999999999,49.0,21.11111111111111,166.0,27707534,0,POINT (161157.073129604 7520624.396284556),POINT (151650.7712599388 7531499.6391658),14444.399709342324,27169.28464068797,22678.10075942743,6.828717335838514
344,26876584,1,118.7,49.0,102.375,510.0,27707534,0,POINT (158236.7827193661 7517660.718669321),POINT (151650.7712599388 7531499.6391658),15326.162841741067,25892.013372831385,20539.017814856375,2890.8036751467043
345,26876585,1,36.19,15.0,24.5,32.0,27707534,0,POINT (157598.9622219813 7519163.507580673),POINT (151650.7712599388 7531499.6391658),13695.295477151447,24589.4598446648,19497.935293737686,2206.780381821981
346,26876586,1,124.1,40.0,18.416666666666668,88.0,27707534,0,POINT (157129.7269702535 7519851.707081941),POINT (151650.7712599388 7531499.6391658),12872.190081947345,23849.719235482073,18876.358098386772,2191.2367028007293
347,26876587,1,77.25,42.0,167.94444444444443,567.0,27707534,0,POINT (160060.9693959083 7521170.28880531),POINT (151650.7712599388 7531499.6391658),13320.16935162714,25947.897617679624,21511.15039292634,719.6300981875371
348,26876588,1,62.05,20.0,59.25,105.0,27707534,0,POINT (156904.3356029243 7520069.902512686),POINT (151650.7712599388 7531499.6391658),12579.301183508558,23548.60065360479,18607.95390942178,2295.1361905992535
349,26876589,1,77.64,28.0,65.75,188.0,27707534,0,POINT (160577.8240025697 7517914.659872847),POINT (151650.7712599388 7531499.6391658),16255.58159709107,27803.59315267233,22701.36945909205,2242.525567689599
350,26876590,1,105.78,57.0,66.51666666666667,593.0,27707534,0,POINT (161203.0793640018 7520324.856260167),POINT (151650.7712599388 7531499.6391658),14701.100744602949,27327.51367484667,22773.788770179715,177.96554725033965
351,26876591,1,86.02,43.0,81.83333333333333,570.0,27707534,0,POINT (159910.2037121754 7520959.007954707),POINT (151650.7712599388 7531499.6391658),13391.15867881941,25889.731638120527,21393.906415889684,662.2740101787988
352,26876592,1,124.1,40.0,41.958333333333336,109.0,27707534,0,POINT (156102.1553241719 7520009.441635309),POINT (151650.7712599388 7531499.6391658),12322.315503874112,22870.27593612448,17840.017453143486,3064.0931899451934
353,26876593,1,21.66,12.0,101.33333333333333,172.0,27707534,0,POINT (161377.3173315686 7520625.182294965),POINT (151650.7712599388 7531499.6391658),14589.705641965282,27372.638432875443,22895.344781696786,158.53807448998683
354,26876594,1,35.66,15.0,26.0,49.0,27707534,0,POINT (160902.1770394777 7518277.737872505),POINT (151650.7712599388 7531499.6391658),16137.136756789707,27922.741477388852,22917.830129303697,2006.0396803831206
355,26876595,1,48.72,15.0,83.25,93.0,27707534,0,POINT (161223.9994974773 7518299.072794799),POINT (151650.7712599388 7531499.6391658),16306.491081873302,28199.92728076281,23223.69822538788,2036.0759839007196
356,26876596,1,66.62,28.0,24.541666666666668,56.0,27707534,0,POINT (159685.7132584447 7517069.439809875),POINT (151650.7712599388 7531499.6391658),16516.38417968972,27439.436476275263,22100.754066625796,3009.682819853053
357,26876597,1,163.76,40.0,64.0,225.0,27707534,0,POINT (155363.7224534139 7519229.607716996),POINT (151650.7712599388 7531499.6391658),12819.503825022382,22621.77319799945,17327.385132083098,4044.983163940572
358,26876598,1,62.05,20.0,18.25,36.0,27707534,0,POINT (154964.2685639733 7520041.612506142),POINT (151650.7712599388 7531499.6391658),11927.516058143914,21863.320126010578,16727.270630458996,3503.5040902998867
359,26876599,1,157.95999999999998,76.0,47.00000000000001,509.0,27707534,0,POINT (162719.5464649355 7520186.101698101),POINT (151650.7712599388 7531499.6391658),15827.631363276341,28781.29068833714,24291.56675534841,288.78081244484383
360,26876601,1,62.83,21.0,0.8333333333333334,2.0,27707534,0,POINT (155188.1919378956 7520376.995856108),POINT (151650.7712599388 7531499.6391658),11671.612538440035,21892.498204168325,16866.38385901054,3205.7939872787015
361,26876602,1,81.88,20.0,26.666666666666668,81.0,27707534,0,POINT (156055.6175752595 7517803.326887129),POINT (151650.7712599388 7531499.6391658),14387.204075027,23970.472047381772,18432.65655645832,4261.507953867053
362,26876603,1,23.41,13.0,170.25,185.0,27707534,0,POINT (162384.9324612775 7519890.387126036),POINT (151650.7712599388 7531499.6391658),15811.291839033624,28585.228293871405,24014.297038042143,696.2732613154215
363,26876604,1,63.56,21.0,25.0,30.0,27707534,0,POINT (156188.3015960711 7520644.682217928),POINT (151650.7712599388 7531499.6391658),11765.171987331265,22648.198000425757,17787.80693574092,2788.3022015202323
364,26876605,1,317.37,78.0,30.708333333333336,291.0,27707534,0,POINT (156235.1766114815 7517872.708241465),POINT (151650.7712599388 7531499.6391658),14377.41349630956,24082.615038982043,18577.824320200816,4084.031789720382
365,26876606,1,23.41,13.0,48.25,103.0,27707534,0,POINT (162688.4626688918 7519877.45200232),POINT (151650.7712599388 7531499.6391658),16028.283317380683,28870.084105255246,24315.090812044276,598.1439498588617
366,26876607,1,62.05,20.0,26.333333333333332,28.0,27707534,0,POINT (154782.2058936419 7520321.818240205),POINT (151650.7712599388 7531499.6391658),11608.167965266095,21565.792262513336,16483.610013181467,3206.8167958118897
367,26876608,2,151.57999999999998,73.0,86.03703703703704,1320.0,27707534,0,POINT (161381.8223836729 7530056.104848022),POINT (151650.7712599388 7531499.6391658),9837.537664442742,25349.15622633049,22707.874969491328,6213.674110157039
368,26876609,1,29.24,9.0,52.5,63.0,27707534,0,POINT (162271.5737674094 7528983.150050513),POINT (151650.7712599388 7531499.6391658),10914.859750360902,26299.12178207453,23955.046766102256,6011.096540707651
369,26876612,1,42.129999999999995,20.0,87.66666666666667,432.0,27707534,0,POINT (162470.7957660865 7529059.164553036),POINT (151650.7712599388 7531499.6391658),11091.83693754925,26492.054173934986,24131.93834886655,6211.137634063572
370,26876613,1,80.16,36.0,8.666666666666666,29.0,27707534,0,POINT (160082.3657089532 7519583.457896359),POINT (151650.7712599388 7531499.6391658),14597.505300523862,26609.455272867097,21816.501754866054,510.7485423591366
371,26876614,1,15.4,10.0,11.958333333333334,83.0,27707534,0,POINT (161750.334184383 7530101.256852048),POINT (151650.7712599388 7531499.6391658),10195.913120472478,25715.778597803786,23017.76721545546,6470.4608767078125
372,26876615,1,33.31,14.0,113.08333333333333,128.0,27707534,0,POINT (159172.7093991055 7519109.70248691),POINT (151650.7712599388 7531499.6391658),14494.484615754942,26004.215293155386,21036.12923617395,1165.839386015437
373,26876616,1,7.7,5.0,26.5,39.0,27707534,0,POINT (161813.291631634 7529856.456856363),POINT (151650.7712599388 7531499.6391658),10294.50671023958,25788.474600895795,23183.0511231693,6319.401669013577
374,26876618,1,21.41,14.0,12.666666666666666,77.0,27707534,0,POINT (161516.609781094 7530314.261668196),POINT (151650.7712599388 7531499.6391658),9936.79473156885,25475.50524980122,22714.220650460407,6502.204503672459
375,26876619,1,66.62,28.0,21.375,114.0,27707534,0,POINT (158192.3779412908 7519067.984845756),POINT (151650.7712599388 7531499.6391658),14047.727471252716,25156.31290810327,20096.152090621923,1869.191214796611
376,26876620,1,66.62,28.0,22.083333333333332,115.0,27707534,0,POINT (158001.342790796 7519126.787464146),POINT (151650.7712599388 7531499.6391658),13907.451887375639,24960.28875774444,19896.460501821537,1966.4811126595062
377,26876621,1,318.56,133.0,55.21666666666666,867.0,27707534,0,POINT (157926.7533947965 7519182.473316004),POINT (151650.7712599388 7531499.6391658),13823.911397590151,24868.188150788224,19810.270454654506,1974.9097870268633
378,26876622,1,33.31,14.0,47.0,78.0,27707534,0,POINT (157767.0947837104 7519114.072648559),POINT (151650.7712599388 7531499.6391658),13813.459791104106,24760.64118621299,19673.118291280243,2129.2024967039793
379,26876623,1,66.62,28.0,89.54166666666666,228.0,27707534,0,POINT (157734.8560483188 7519041.821641078),POINT (151650.7712599388 7531499.6391658),13864.101312074426,24767.199705739178,19660.579088474162,2205.169946775738
380,26876624,1,166.55,70.0,76.16666666666667,450.0,27707534,0,POINT (157995.3697757028 7518110.014651084),POINT (151650.7712599388 7531499.6391658),14816.746436762385,25454.862907306477,20171.162428098014,2680.326970253964
381,26876625,1,536.28,225.0,86.09895833333333,1904.0,27707534,0,POINT (157930.785988312 7517997.289221557),POINT (151650.7712599388 7531499.6391658),14891.341074778598,25456.637344802002,20143.65638075262,2807.3320379462475
382,26876626,1,66.62,28.0,56.833333333333336,331.0,27707534,0,POINT (157876.384854581 7517677.459874397),POINT (151650.7712599388 7531499.6391658),15159.51532844902,25575.14172746233,20191.998763144104,3087.180112098173
383,26876627,1,33.31,14.0,47.916666666666664,127.0,27707534,0,POINT (157960.031825532 7517753.899574291),POINT (151650.7712599388 7531499.6391658),15124.553738941533,25606.912544846215,20247.0030848497,2975.3452447103737
384,26876628,1,359.78,169.0,86.52272727272727,1861.0,27707534,0,POINT (161382.742580183 7520414.135005604),POINT (151650.7712599388 7531499.6391658),14751.259887338092,27458.396450641492,22935.453914899455,4.098834804577211
385,26876629,1,186.14999999999998,60.0,40.97222222222222,314.0,27707534,0,POINT (157470.2080420061 7519424.771736294),POINT (151650.7712599388 7531499.6391658),13404.0392382529,24351.345702449675,19307.965656485165,2128.893476640892
386,26876630,1,33.31,14.0,112.66666666666667,214.0,27707534,0,POINT (157679.1387649399 7517646.113011884),POINT (151650.7712599388 7531499.6391658),15108.322265314588,25423.481953665243,20015.395689323945,3237.2747701071116
387,26876631,3,37.03,17.0,180.41666666666666,288.0,27707534,0,POINT (160848.6092837275 7520366.097619578),POINT (151650.7712599388 7531499.6391658),14441.467088675568,26985.320054207383,22417.565702555486,250.73270162346404
388,26876632,1,25.75,14.0,145.16666666666666,164.0,27707534,0,POINT (160360.4689575928 7521142.196824856),POINT (151650.7712599388 7531499.6391658),13532.754554431904,26235.831375559734,21811.560587052314,473.96481736668454
389,26876633,2,62.05,20.0,189.66666666666666,246.0,27707534,0,POINT (156509.4766725982 7520045.268234106),POINT (151650.7712599388 7531499.6391658),12442.251875277563,23211.278746441945,18228.403834575904,2671.7746665673744
390,26876634,1,33.31,14.0,26.75,31.0,27707534,0,POINT (158334.9004422005 7517035.945198835),POINT (151650.7712599388 7531499.6391658),15933.487568488821,26302.641777528395,20836.910544971972,3389.125313061565
391,26876635,1,38.06,15.0,78.08333333333333,90.0,27707534,0,POINT (160951.7773861908 7518070.897850744),POINT (151650.7712599388 7531499.6391658),16335.232115499872,28061.65662172202,23019.484621810418,2214.8145392672127
392,26876636,1,71.06,23.0,157.58333333333334,229.0,27707534,0,POINT (156264.0662732011 7520019.824438907),POINT (151650.7712599388 7531499.6391658),12372.09105378622,23007.40273015489,17995.17678962114,2910.558929777085
393,26876637,1,132.06,42.0,144.16666666666666,428.0,27707534,0,POINT (155770.8356644302 7519980.566022787),POINT (151650.7712599388 7531499.6391658),12233.722931766777,22594.432495186044,17524.72458136349,3382.9424286027283
394,26876638,1,62.05,20.0,35.166666666666664,43.0,27707534,0,POINT (155226.2188871166 7519783.475142498),POINT (151650.7712599388 7531499.6391658),12249.584693189347,22219.607188743532,17045.544721070994,3796.3514156194015
395,26876639,1,108.3,60.0,129.4,1255.0,27707534,0,POINT (161269.1210891062 7520726.993960338),POINT (151650.7712599388 7531499.6391658),14441.694435176738,27233.959767606528,22772.385164041927,156.11955315903043
396,26876640,1,66.62,28.0,37.08333333333333,92.0,27707534,0,POINT (161387.8276251279 7518458.813158076),POINT (151650.7712599388 7531499.6391658),16274.931939107915,28275.006783461842,23342.870658254673,1866.8406876404426
397,26876641,1,21.66,12.0,84.16666666666667,357.0,27707534,0,POINT (161281.6312412801 7520639.383303884),POINT (151650.7712599388 7531499.6391658),14515.461458957245,27278.726967873677,22798.619591801318,101.36977246383995
398,26876642,1,43.32,24.0,53.75,190.0,27707534,0,POINT (161255.9307252274 7520806.567388769),POINT (151650.7712599388 7531499.6391658),14373.617233750027,27191.790803214164,22747.023309417185,175.51735684006744
399,26876643,1,81.88,20.0,0.4166666666666667,3.0,27707534,0,POINT (155749.3419846576 7518462.049430409),POINT (151650.7712599388 7531499.6391658),13666.639239180535,23355.080677068025,17925.82311460163,4087.1331872705696
400,26876644,1,86.64,48.0,31.854166666666668,280.0,27707534,0,POINT (161193.081960583 7520951.241737112),POINT (151650.7712599388 7531499.6391658),14224.077538496917,27079.47830243304,22663.131178287735,247.0165150135555
401,26876646,1,81.88,20.0,124.41666666666667,153.0,27707534,0,POINT (155707.8594624287 7518194.175349597),POINT (151650.7712599388 7531499.6391658),13910.259956128575,23465.31059726541,17973.374597450354,4276.201881294459
402,26876647,1,33.31,14.0,21.666666666666668,39.0,27707534,0,POINT (160961.4228367035 7518553.249626629),POINT (151650.7712599388 7531499.6391658),15946.699811681026,27851.18597927159,22906.308936531957,1787.2377854456756
403,26876649,1,98.8,21.0,52.916666666666664,89.0,27707534,0,POINT (155374.9175482686 7517352.503860295),POINT (151650.7712599388 7531499.6391658),14629.10465234129,23662.6671535497,17960.61571612556,5067.77083260989
404,26876650,1,50.82,26.0,80.79166666666667,213.0,27707534,0,POINT (161132.6371902624 7521161.093954883),POINT (151650.7712599388 7531499.6391658),14028.232197921989,26945.96841885999,22573.27182039765,417.27192566057846
405,26876651,1,81.88,20.0,102.5,158.0,27707534,0,POINT (155279.1442950881 7517752.076754974),POINT (151650.7712599388 7531499.6391658),14218.317872440142,23355.424474739968,17724.002762772274,4885.192489103819
406,26876652,1,251.94,61.0,45.805555555555564,196.0,27707534,0,POINT (155205.849734055 7517700.380911915),POINT (151650.7712599388 7531499.6391658),14249.84601020479,23324.575471874457,17674.44165064047,4974.78676292851
407,26876653,1,289.45,65.0,37.75,272.0,27707534,0,POINT (156498.7850521568 7517969.681426752),POINT (151650.7712599388 7531499.6391658),14372.299542868996,24251.705693374297,18794.08830903785,3829.6349332458963
408,26876654,1,163.76,40.0,22.458333333333336,61.0,27707534,0,POINT (155223.9150447857 7518024.718526388),POINT (151650.7712599388 7531499.6391658),13940.618449181307,23156.007067329214,17575.727867491223,4767.85913975936
409,26876655,1,163.76,40.0,37.041666666666664,168.0,27707534,0,POINT (156653.5095187149 7518013.026025174),POINT (151650.7712599388 7531499.6391658),14384.579385255725,24359.154013359952,18926.207430234062,3692.093734538748
410,26876656,1,102.27,58.0,96.45,769.0,27707534,0,POINT (164326.475663568 7521665.994277075),POINT (151650.7712599388 7531499.6391658),16042.88172136579,29779.401763592294,25683.46657822823,0.41519698622547846
411,26876657,1,6.83,6.0,128.51666666666668,1007.0,27707534,0,POINT (151473.9989977051 7531385.239844939),POINT (151650.7712599388 7531499.6391658),210.56029376109421,15428.02395374262,13647.622075160734,0.1898145423397107
412,26876658,1,2.2,4.0,155.52083333333334,761.0,27707534,0,POINT (151239.5235674391 7531111.525942637),POINT (151650.7712599388 7531499.6391658),565.470192477582,15189.300770450971,13649.320238388385,3.9307418225711643
413,26876659,1,32.25,6.0,97.22222222222221,390.0,27707534,0,POINT (151024.4610595136 7531004.8347489),POINT (151650.7712599388 7531499.6391658),798.1828600896641,14973.890646507356,13561.202620679325,5.414628566078482
414,26876660,1,3.3,6.0,111.66666666666667,1657.0,27707534,0,POINT (150559.8068241081 7530727.989476239),POINT (151650.7712599388 7531499.6391658),1336.2808999782803,14511.950940542953,13070.177198923253,0.3276074300021719
415,26876661,1,7.149999999999999,13.0,113.50641025641026,1872.0,27707534,0,POINT (149524.0499725653 7530080.925546845),POINT (151650.7712599388 7531499.6391658),2556.4999054909094,13505.383614245377,11904.984966012347,7.3173469563343945
416,26876662,1,9.89,14.0,105.24358974358975,1952.0,27707534,0,POINT (149495.8085896398 7529859.488446299),POINT (151650.7712599388 7531499.6391658),2708.128226850063,13494.261094959269,11826.920685556075,2.4376620366284305
417,26876663,1,6.049999999999999,11.0,88.61538461538461,1490.0,27707534,0,POINT (149751.5581233124 7529824.601678157),POINT (151650.7712599388 7531499.6391658),2532.3430106017186,13752.058677177243,12069.088287189445,255.57273018621228
418,26876664,1,46.95,33.0,111.5909090909091,1864.0,27707534,0,POINT (149406.3736661262 7529615.587417006),POINT (151650.7712599388 7531499.6391658),2930.3534857153686,13428.261410933746,11688.109643737936,2.980863323590338
419,26876665,1,0.55,1.0,214.33333333333334,234.0,27707534,0,POINT (149689.3436159172 7529701.955305843),POINT (151650.7712599388 7531499.6391658),2660.6137756321436,13701.229097662534,11982.710545423044,232.1028949018319
420,26876666,1,62.93,19.0,111.36111111111113,400.0,27707534,0,POINT (149387.739290326 7529429.581964328),POINT (151650.7712599388 7531499.6391658),3066.9937255978307,13430.325586984223,11633.744391071057,93.75146989412083
421,26876667,1,1.34,2.0,157.91666666666666,385.0,27707534,0,POINT (148554.1869636221 7529992.262615023),POINT (151650.7712599388 7531499.6391658),3443.9829224355503,12544.861132660479,10942.672332693755,6.615142976546626
422,26876668,1,210.21000000000004,88.0,95.37121212121211,1373.0,27707534,0,POINT (148955.3373773238 7527990.336893788),POINT (151650.7712599388 7531499.6391658),4424.993361791721,13253.05467995022,10822.785380439953,63.83236751913584
423,26876669,1,14.57,15.0,137.73611111111111,1304.0,27707534,0,POINT (148780.6114428702 7528027.442199605),POINT (151650.7712599388 7531499.6391658),4504.882811746869,13074.470377438525,10671.462719155625,2.934400275821426
424,26876670,1,211.48000000000002,67.0,91.0925925925926,1242.0,27707534,0,POINT (151710.0186658305 7529353.773722854),POINT (151650.7712599388 7531499.6391658),2146.683198409376,15746.652178029974,13881.096917801166,1696.1007106179109
425,26876671,1,16.69,7.0,109.41666666666667,174.0,27707534,0,POINT (149038.0370974355 7527950.568475462),POINT (151650.7712599388 7531499.6391658),4407.071881525393,13342.65305695138,10887.260342407511,149.6374520440262
426,26876672,2,21.41,9.0,19.0,63.0,27707534,0,POINT (148494.8981156216 7530098.058910752),POINT (151650.7712599388 7531499.6391658),3453.109108378159,12477.601139173214,10912.303696901781,105.09619826643063
427,26876673,1,16.69,7.0,135.75,156.0,27707534,0,POINT (149505.0884765285 7527681.387816865),POINT (151650.7712599388 7531499.6391658),4379.839948065208,13859.833642849588,11245.06829909736,684.2836115684286
428,26876674,1,10.64,12.0,87.58333333333333,677.0,27707534,0,POINT (148509.6822785527 7527739.254369106),POINT (151650.7712599388 7531499.6391658),4899.687113295329,12880.942169647,10318.694459595077,2.1658923809107904
429,26876675,1,137.5,53.0,85.31666666666665,712.0,27707534,0,POINT (148847.4728093753 7530423.533585668),POINT (151650.7712599388 7531499.6391658),3002.746313381187,12810.273505614388,11339.572166051816,519.6685245047938
430,26876676,2,156.76,32.0,130.72916666666669,732.0,27707534,0,POINT (149710.111249822 7527654.202905515),POINT (151650.7712599388 7531499.6391658),4307.382187220029,14065.405499012488,11432.881044997657,874.3008083434652
