,UNI_TR_D,GRU_TAR,DIC,FIC,ENE_MED,ENE_MAX,UNI_TR_S,ARE_LOC,geometry_untrd,geometry_untrs,TIEMPO_MIN,DISTANCIA_KM
871,26877173,1,27.251999999999992,16.2,107.08333333333333,678.0,27707534,1,POINT (-42.51450431402282 -22.36106799709034),POINT (-42.38023628887362 -22.28705286010137),48.38333333333333,23.662
872,26877174,1,39.56461538461538,21.153846153846153,155.21153846153845,2547.0,27707534,1,POINT (-42.51569268536912 -22.36185336334199),POINT (-42.38023628887362 -22.28705286010137),47.01666666666666,23.505
873,26877175,1,37.68666666666667,19.166666666666668,102.37962962962962,2589.0,27707534,1,POINT (-42.51788391590998 -22.35925078469592),POINT (-42.38023628887362 -22.28705286010137),46.1,23.201999999999998
874,26877182,1,13.62,9.0,122.58333333333334,319.0,27707534,0,POINT (-42.40126728295871 -22.41260515870107),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
875,26877183,1,33.35,13.0,182.75,494.0,27707534,0,POINT (-42.43681370089155 -22.42999242720873),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
876,26877184,1,14.323999999999998,9.2,53.633333333333326,357.0,27707534,0,POINT (-42.39509389216937 -22.40920699031034),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
877,26877186,1,18.9,10.0,188.83333333333334,281.0,27707534,0,POINT (-42.40270898703011 -22.41287209097419),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
878,26877187,1,18.26,11.0,221.25,297.0,27707534,0,POINT (-42.39829844911407 -22.42113651523795),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
879,26877188,1,32.60833333333333,14.0,29.611111111111114,309.0,27707534,0,POINT (-42.39442807819319 -22.40728550242397),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
880,26877189,1,16.17,9.0,5.0,30.0,27707534,0,POINT (-42.40183975090372 -22.41053804809241),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
881,26877190,1,92.82,20.0,132.75,162.0,27707534,0,POINT (-42.50457844893623 -22.42335530190559),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
882,26877191,1,92.82,20.0,48.916666666666664,84.0,27707534,0,POINT (-42.50301772318932 -22.42074231000953),POINT (-42.38023628887362 -22.28705286010137),89.51666666666668,37.369
883,26877192,1,16.17,9.0,108.5,125.0,27707534,0,POINT (-42.40190241836189 -22.40925715359469),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
884,26877193,1,16.17,9.0,120.95833333333334,272.0,27707534,0,POINT (-42.40262987097174 -22.41088793203238),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
885,26877194,1,92.82,20.0,160.33333333333334,230.0,27707534,0,POINT (-42.50974354143125 -22.42417290795328),POINT (-42.38023628887362 -22.28705286010137),94.65,39.06
886,26877195,1,62.3,21.0,126.41666666666667,169.0,27707534,0,POINT (-42.51800595930752 -22.40959253147008),POINT (-42.38023628887362 -22.28705286010137),89.28333333333332,37.277
887,26877196,1,46.87,15.0,53.416666666666664,295.0,27707534,0,POINT (-42.40309713622383 -22.41758165167187),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
888,26877197,1,62.3,21.0,106.5,132.0,27707534,0,POINT (-42.51923277037599 -22.40976187471068),POINT (-42.38023628887362 -22.28705286010137),89.75,37.43
889,26877198,1,92.82,20.0,64.58333333333333,534.0,27707534,0,POINT (-42.51194821593737 -22.4231553142663),POINT (-42.38023628887362 -22.28705286010137),94.65,39.06
890,26877199,1,62.3,21.0,94.7,664.0,27707534,0,POINT (-42.52035971892582 -22.41054656377287),POINT (-42.38023628887362 -22.28705286010137),90.08333333333331,37.545
891,26877200,1,9.178571428571429,8.0,37.797619047619044,557.0,27707534,0,POINT (-42.41054853828439 -22.40898072358146),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
892,26877201,1,66.78,22.0,57.229166666666664,507.0,27707534,0,POINT (-42.52401734892146 -22.41212986160377),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
893,26877202,1,92.82,20.0,16.166666666666668,60.0,27707534,0,POINT (-42.51565342726383 -22.42171163708235),POINT (-42.38023628887362 -22.28705286010137),92.35,38.297
894,26877203,1,18.82,12.0,189.08333333333334,311.0,27707534,0,POINT (-42.44891079020078 -22.43596179689933),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
895,26877204,1,92.82,20.0,153.33333333333334,178.0,27707534,0,POINT (-42.51592034424846 -22.42404795704755),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
896,26877205,1,62.3,21.0,207.41666666666666,910.0,27707534,0,POINT (-42.5258027756775 -22.41319924365013),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
897,26877206,1,18.82,12.0,12.5,26.0,27707534,0,POINT (-42.45280546170267 -22.43593303837895),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
898,26877207,1,15.87,9.0,22.25,31.0,27707534,0,POINT (-42.40286390964167 -22.42591983023596),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
899,26877210,1,92.82,20.0,26.833333333333332,30.0,27707534,0,POINT (-42.5197227363152 -22.42706337307618),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
900,26877212,1,62.3,21.0,27.583333333333332,60.0,27707534,0,POINT (-42.53595074003459 -22.42285802897482),POINT (-42.38023628887362 -22.28705286010137),96.8,39.784
901,26877213,1,18.973333333333333,11.666666666666666,88.47222222222223,552.0,27707534,0,POINT (-42.49612924097164 -22.36854210073733),POINT (-42.38023628887362 -22.28705286010137),57.38333333333333,26.648000000000003
902,26877214,1,25.79,15.0,36.833333333333336,66.0,27707534,0,POINT (-42.49824576842741 -22.36864553626242),POINT (-42.38023628887362 -22.28705286010137),56.2,26.25
903,26880590,1,3.635,7.5,94.79166666666667,273.0,27707534,0,POINT (-42.39353151166989 -22.35102152842074),POINT (-42.38023628887362 -22.28705286010137),34.7,15.107000000000001
904,26880599,1,12.55,10.0,30.916666666666668,120.0,27707534,0,POINT (-42.36801045711684 -22.39164683883052),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
905,26880601,1,30.48,9.0,69.25,293.0,27707534,0,POINT (-42.45429463648821 -22.36488093101013),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
906,28546817,2,9.26,4.0,95.0,161.0,27707534,0,POINT (-42.39842282805103 -22.29190662618981),POINT (-42.38023628887362 -22.28705286010137),6.5,2.166
907,34502404,1,0.465,1.5,227.70833333333334,691.0,27707534,1,POINT (-42.35191936978305 -22.27085573550374),POINT (-42.38023628887362 -22.28705286010137),13.183333333333335,4.402
908,36726582,1,1.2514285714285713,1.8571428571428572,130.58333333333331,1391.0,27707534,0,POINT (-42.41980200815613 -22.2983237557367),POINT (-42.38023628887362 -22.28705286010137),19.133333333333333,6.371
909,37302119,1,33.760000000000005,16.0,19.208333333333332,121.0,27707534,0,POINT (-42.48947230180522 -22.37288889650534),POINT (-42.38023628887362 -22.28705286010137),60.81666666666667,27.801
910,38272507,1,3.01,3.0,77.5,109.0,27707534,0,POINT (-42.29766429597043 -22.32035487417807),POINT (-42.38023628887362 -22.28705286010137),58.26666666666666,28.552
911,38959462,1,7.93,4.0,86.41666666666667,320.0,27707534,0,POINT (-42.41536025477188 -22.32378832746929),POINT (-42.38023628887362 -22.28705286010137),20.08333333333333,6.692
912,40217604,1,98.30000000000001,22.5,252.45833333333331,888.0,27707534,1,POINT (-42.35739689395143 -22.2587884659149),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
913,40994857,1,3.170000000000001,3.0,92.28571428571429,1919.0,27707534,1,POINT (-42.32978613871927 -22.34313987450554),POINT (-42.38023628887362 -22.28705286010137),47.65,23.656
914,42729594,1,62.3,21.0,62.125,199.0,27707534,0,POINT (-42.52816857541939 -22.41531193100076),POINT (-42.38023628887362 -22.28705286010137),93.5,38.689
915,43240580,1,21.46166666666667,9.0,80.34722222222224,1604.0,27707534,0,POINT (-42.3516068490768 -22.35872730821865),POINT (-42.38023628887362 -22.28705286010137),40.38333333333333,19.886
916,44000649,1,12.799999999999999,7.0,61.28571428571429,709.0,27707534,1,POINT (-42.32216365053199 -22.35608524843542),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
917,45602413,1,59.51,18.0,94.25,116.0,27707534,0,POINT (-42.35961722745304 -22.31979192106024),POINT (-42.38023628887362 -22.28705286010137),67.61666666666666,30.256
918,45907184,1,0.55,1.0,114.41666666666667,319.0,27707534,0,POINT (-42.3878361060514 -22.29870769880119),POINT (-42.38023628887362 -22.28705286010137),8.133333333333333,2.714
919,46113316,1,1.54,3.0,7.166666666666667,30.0,27707534,1,POINT (-42.32579438180522 -22.31598312761918),POINT (-42.38023628887362 -22.28705286010137),59.7,28.835
920,48590978,1,1.04,2.0,81.63333333333334,572.0,27707534,1,POINT (-42.3327619072362 -22.32444847931384),POINT (-42.38023628887362 -22.28705286010137),55.35,27.645
921,50454507,1,12.8,7.0,165.66666666666666,192.0,27707534,1,POINT (-42.32304155882082 -22.35483597679882),POINT (-42.38023628887362 -22.28705286010137),48.46666666666667,23.752
922,51884402,1,30.45,12.0,131.91666666666666,297.0,27707534,0,POINT (-42.39629833619921 -22.28929092553574),POINT (-42.38023628887362 -22.28705286010137),6.7666666666666675,2.26
923,52588618,1,27.139999999999993,8.0,91.32142857142857,976.0,27707534,0,POINT (-42.36716419147422 -22.30083650739886),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
924,54065758,1,26.14,16.0,6.5,22.0,27707534,0,POINT (-42.49115406910494 -22.38033362739492),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
925,54091521,1,7.15,8.0,29.416666666666668,60.0,27707534,0,POINT (-42.36729021706981 -22.38968520700666),POINT (-42.38023628887362 -22.28705286010137),50.71666666666667,23.101999999999997
926,57346395,1,31.25,10.0,3.1666666666666665,8.0,27707534,1,POINT (-42.33477687065601 -22.35765929044385),POINT (-42.38023628887362 -22.28705286010137),49.83333333333334,23.936999999999998
927,57586991,1,18.37,6.0,40.25,83.0,27707534,0,POINT (-42.41774332869164 -22.30713529245975),POINT (-42.38023628887362 -22.28705286010137),17.55,5.847
928,58819226,1,18.37,6.0,64.91666666666667,228.0,27707534,0,POINT (-42.42117972906118 -22.30902216004461),POINT (-42.38023628887362 -22.28705286010137),17.55,5.847
929,61052094,1,59.51,18.0,60.166666666666664,69.0,27707534,0,POINT (-42.36065479508267 -22.32181415999543),POINT (-42.38023628887362 -22.28705286010137),68.15,30.445999999999998
930,61893792,1,29.33,16.0,54.416666666666664,229.0,27707534,0,POINT (-42.35310558725303 -22.34933854523763),POINT (-42.38023628887362 -22.28705286010137),45.96666666666667,22.514
931,62018245,2,34.43333333333333,11.6,142.5388888888889,3314.0,27707534,1,POINT (-42.39257324176168 -22.27831651749324),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
932,63800272,1,42.24166666666666,7.5,98.36805555555556,2008.0,27707534,0,POINT (-42.32946967178788 -22.30625861894009),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
933,65883018,1,18.37,6.0,11.083333333333334,100.0,27707534,0,POINT (-42.41258182359223 -22.30932353185545),POINT (-42.38023628887362 -22.28705286010137),12.95,4.312
934,66874797,2,94.89,22.0,228.08333333333334,248.0,27707534,1,POINT (-42.38132845074739 -22.2466571645964),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
935,67347136,1,23.41,13.0,82.91666666666667,162.0,27707534,0,POINT (-42.27576176978982 -22.3898326877283),POINT (-42.38023628887362 -22.28705286010137),59.9,33.745
936,68339331,1,10.63,6.0,4.083333333333333,49.0,27707534,0,POINT (-42.37948336296677 -22.34104201068021),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
937,68364865,1,24.91,11.0,42.583333333333336,73.0,27707534,0,POINT (-42.39894694394627 -22.41103313746925),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
938,69845646,1,0.55,1.0,190.58333333333334,246.0,27707534,0,POINT (-42.39896379904008 -22.3030282361641),POINT (-42.38023628887362 -22.28705286010137),11.783333333333333,3.927
939,69906330,1,20.6,13.0,71.0,159.0,27707534,0,POINT (-42.30562770725282 -22.35551504408397),POINT (-42.38023628887362 -22.28705286010137),52.55,25.730999999999998
940,70584834,1,23.67,13.0,107.83333333333333,116.0,27707534,0,POINT (-42.29973669369343 -22.38364224939028),POINT (-42.38023628887362 -22.28705286010137),58.46666666666667,31.406
941,73766629,2,6.54,2.0,12.583333333333334,56.0,27707534,1,POINT (-42.35861689535341 -22.29106530142246),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
942,78837874,1,1.34,2.0,171.25,227.0,27707534,0,POINT (-42.40972372237184 -22.30140400029433),POINT (-42.38023628887362 -22.28705286010137),13.733333333333333,4.571000000000001
943,80001522,1,50.93666666666667,11.333333333333334,116.27777777777777,755.0,27707534,0,POINT (-42.4119556589265 -22.27662265790929),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
944,80250658,1,6.378947368421055,9.263157894736842,106.37719298245614,5485.0,27707534,0,POINT (-42.38065675340641 -22.35186989847699),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
945,81049250,1,17.53,8.0,207.33333333333334,254.0,27707534,0,POINT (-42.33397536696958 -22.34075180305325),POINT (-42.38023628887362 -22.28705286010137),52.3,24.834
946,83243554,1,4.259999999999999,2.0,61.476190476190474,557.0,27707534,0,POINT (-42.34870002258793 -22.30636935336292),POINT (-42.38023628887362 -22.28705286010137),21.133333333333333,7.042999999999999
947,84600403,1,33.01666666666667,12.666666666666666,25.527777777777775,147.0,27707534,0,POINT (-42.32241140206452 -22.39877100277948),POINT (-42.38023628887362 -22.28705286010137),68.05,33.327
948,88215943,1,63.4,24.0,73.58333333333333,140.0,27707534,0,POINT (-42.37569611638264 -22.33238431828164),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
949,88258913,1,7.125,3.0,29.125,102.0,27707534,1,POINT (-42.3217805636221 -22.3395773316285),POINT (-42.38023628887362 -22.28705286010137),49.88333333333333,24.803
950,89276572,1,28.805,15.0,65.5,179.0,27707534,0,POINT (-42.48901625109909 -22.37976869846659),POINT (-42.38023628887362 -22.28705286010137),0.0,0.0
951,91054505,1,1.34,2.0,64.0,128.0,27707534,0,POINT (-42.41991268142505 -22.2938839008213),POINT (-42.38023628887362 -22.28705286010137),26.41666666666667,8.796
952,96997174,1,59.51,18.0,36.916666666666664,49.0,27707534,0,POINT (-42.35904588905652 -22.32696710624691),POINT (-42.38023628887362 -22.28705286010137),61.86666666666667,27.66
953,102321736,1,17.18,7.0,1.0,5.0,27707625,0,POINT (-42.52058927807269 -22.18586418858138),POINT (-42.52043283470749 -22.2303983698888),14.983333333333333,7.74
954,114379278,1,20.19,8.0,259.25,373.0,27707625,1,POINT (-42.48213490320319 -22.2008077778566),POINT (-42.52043283470749 -22.2303983698888),8.733333333333333,6.2379999999999995
955,120476759,1,7.77,6.0,86.91666666666666,592.0,27707625,0,POINT (-42.49972374575424 -22.19270860311951),POINT (-42.52043283470749 -22.2303983698888),15.35,6.791
956,121692093,1,13.270000000000001,7.666666666666667,150.41666666666666,656.0,27707625,0,POINT (-42.53100698148694 -22.18125138594269),POINT (-42.52043283470749 -22.2303983698888),15.4,8.544
957,141169564,1,2.7128571428571426,3.7142857142857144,61.45238095238095,795.0,27707625,0,POINT (-42.52505701197146 -22.21435067574305),POINT (-42.52043283470749 -22.2303983698888),7.383333333333334,2.803
958,153639343,1,21.261315789473677,8.0,97.95614035087718,5455.0,27707625,1,POINT (-42.51198362944092 -22.2266451761339),POINT (-42.52043283470749 -22.2303983698888),5.383333333333334,1.972
959,169252315,1,0.0,0.0,5.25,49.0,27707625,1,POINT (-42.55066249577749 -22.24295991676672),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0
960,171442258,1,0.0,0.0,102.25,863.0,27707625,1,POINT (-42.53639915639593 -22.25001207110017),POINT (-42.52043283470749 -22.2303983698888),9.366666666666667,4.008
961,26877176,1,0.0,0.0,125.40679824561398,13181.0,27707625,1,POINT (-42.52216105378955 -22.22634016296809),POINT (-42.52043283470749 -22.2303983698888),2.466666666666667,0.6970000000000001
962,26877178,1,5.289795918367345,0.9183673469387755,114.22448979591833,7956.0,27707625,1,POINT (-42.52304912531685 -22.22657037322409),POINT (-42.52043283470749 -22.2303983698888),2.7666666666666666,0.741
963,26877179,1,3.719090909090905,5.818181818181818,118.2708333333333,6753.0,27707625,1,POINT (-42.52152723589319 -22.22488598260196),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0
964,26877180,1,3.525462184873947,0.9915966386554622,110.11414565826333,17948.0,27707625,1,POINT (-42.52377998635723 -22.22581410453722),POINT (-42.52043283470749 -22.2303983698888),3.45,0.9059999999999999
965,26877181,1,5.617777777777772,0.9753086419753086,117.36934156378605,13547.0,27707625,1,POINT (-42.52450993638439 -22.22621343500197),POINT (-42.52043283470749 -22.2303983698888),3.35,0.897
966,26877217,1,0.0,0.0,124.46913580246913,9251.0,27707625,1,POINT (-42.52092182308365 -22.22953532559478),POINT (-42.52043283470749 -22.2303983698888),0.7333333333333333,0.19699999999999998
967,26877219,1,0.0329,0.01,118.78000000000002,15885.0,27707625,1,POINT (-42.52104752582261 -22.2290045763001),POINT (-42.52043283470749 -22.2303983698888),1.4166666666666667,0.325
968,26877220,1,0.0,0.0,158.0072463768116,6578.0,27707625,1,POINT (-42.52195037141246 -22.2283953917339),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0
969,26877221,1,0.12913978494623657,0.043010752688172046,91.88351254480285,12378.0,27707625,1,POINT (-42.52223338626175 -22.22718992067826),POINT (-42.52043283470749 -22.2303983698888),2.3,0.623
970,26877223,1,4.092715231788083,5.960264900662252,111.96633554083884,22042.0,27707625,1,POINT (-42.52143235741732 -22.22476716956919),POINT (-42.52043283470749 -22.2303983698888),2.95,0.9059999999999999
971,26877225,1,0.05,0.024,119.4846666666667,20590.0,27707625,1,POINT (-42.52366139275904 -22.22483724654165),POINT (-42.52043283470749 -22.2303983698888),3.6666666666666665,1.077
972,26877226,1,5.639999999999993,0.9872340425531915,109.09539007092201,35598.0,27707625,1,POINT (-42.52662580463715 -22.22555046018556),POINT (-42.52043283470749 -22.2303983698888),4.216666666666667,1.102
973,26877228,1,0.04710526315789474,0.03289473684210526,118.40679824561406,23923.0,27707625,1,POINT (-42.52493215639385 -22.225362178122),POINT (-42.52043283470749 -22.2303983698888),4.033333333333333,1.035
974,26877229,1,3.2924793388429787,4.892561983471074,97.89669421487604,15650.0,27707625,1,POINT (-42.52050788762887 -22.22329952725136),POINT (-42.52043283470749 -22.2303983698888),3.7666666666666666,1.0959999999999999
975,26877230,1,6.458679245283017,6.037735849056604,119.53930817610062,8963.0,27707625,1,POINT (-42.52040394308744 -22.22259373930956),POINT (-42.52043283470749 -22.2303983698888),3.4166666666666665,1.195
976,26877231,1,1.0968987341772125,0.9683544303797469,122.07067510548524,25835.0,27707625,1,POINT (-42.52218914051639 -22.22474259109765),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0
977,26877232,1,15.055753424657553,5.739726027397261,109.76027397260275,11377.0,27707625,1,POINT (-42.51824391992091 -22.22246147601624),POINT (-42.52043283470749 -22.2303983698888),4.616666666666666,1.3619999999999999
978,26877236,1,0.7430985915492967,1.8591549295774648,105.71361502347418,10894.0,27707625,1,POINT (-42.52495902004267 -22.22217561031613),POINT (-42.52043283470749 -22.2303983698888),5.333333333333333,1.588
979,26877237,1,2.988387096774196,4.408602150537634,109.56899641577063,16790.0,27707625,1,POINT (-42.5166553880357 -22.22071283333054),POINT (-42.52043283470749 -22.2303983698888),5.316666666666666,1.879
980,26877238,1,12.322098765432099,10.623456790123457,121.52417695473257,28234.0,27707625,1,POINT (-42.52903856967419 -22.22343841495086),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0
981,26877239,1,0.8259302325581406,1.930232558139535,75.88372093023258,9664.0,27707625,1,POINT (-42.52265640576849 -22.22385573365511),POINT (-42.52043283470749 -22.2303983698888),5.85,1.754
982,26877240,1,13.935866666666682,6.446666666666666,115.22999999999998,23155.0,27707625,1,POINT (-42.52435201363448 -22.22361089142947),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0
983,26877242,1,1.6950000000000003,2.875,113.31597222222221,4353.0,27707625,1,POINT (-42.53050928677413 -22.22417399293539),POINT (-42.52043283470749 -22.2303983698888),5.066666666666666,1.706
984,26877243,1,1.569749373433581,2.9523809523809526,89.63909774436085,51063.0,27707625,1,POINT (-42.52281342380041 -22.21680723866308),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0
985,26877244,1,1.5291946308724857,2.8926174496644297,81.0408277404922,16947.0,27707625,1,POINT (-42.52089475259072 -22.21839406003778),POINT (-42.52043283470749 -22.2303983698888),6.866666666666666,2.6839999999999997
986,26877245,1,3.962198275862087,2.8448275862068964,109.87176724137936,38558.0,27707625,1,POINT (-42.52981979814513 -22.2231252665178),POINT (-42.52043283470749 -22.2303983698888),6.033333333333332,2.0
987,26877246,1,1.5681111111111132,2.966666666666667,71.70833333333331,9408.0,27707625,1,POINT (-42.52209961840265 -22.21769919076502),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0
988,26877250,1,31.290000000000003,6.0,178.80555555555554,721.0,27707625,1,POINT (-42.53446294031238 -22.22706942141662),POINT (-42.52043283470749 -22.2303983698888),5.083333333333333,1.609
989,26877251,1,13.334489795918376,5.959183673469388,109.11394557823131,14000.0,27707625,1,POINT (-42.52734044640442 -22.22018950614074),POINT (-42.52043283470749 -22.2303983698888),8.733333333333333,2.314
990,26877252,1,4.380769230769227,5.923076923076923,109.88141025641029,8117.0,27707625,1,POINT (-42.52051576568999 -22.21954389813237),POINT (-42.52043283470749 -22.2303983698888),7.466666666666668,2.269
991,26877253,1,0.7558278145695355,1.966887417218543,110.26158940397349,24177.0,27707625,1,POINT (-42.52776600559662 -22.22688592914227),POINT (-42.52043283470749 -22.2303983698888),3.3833333333333333,1.125
992,26877254,1,0.9359482758620679,2.896551724137931,117.4669540229885,19658.0,27707625,1,POINT (-42.52911036255313 -22.22708693211615),POINT (-42.52043283470749 -22.2303983698888),4.05,1.348
993,26877255,1,2.367910447761189,2.970149253731343,120.70335820895521,22515.0,27707625,1,POINT (-42.52752288827065 -22.22747809853536),POINT (-42.52043283470749 -22.2303983698888),3.6166666666666663,1.1909999999999998
994,26877256,1,9.489411764705883,7.176470588235294,151.2549019607843,6609.0,27707625,1,POINT (-42.51910042254644 -22.21566725444018),POINT (-42.52043283470749 -22.2303983698888),6.133333333333334,2.363
995,26877259,1,1.951219512195122,1.951219512195122,114.11585365853661,6150.0,27707625,1,POINT (-42.51566530730804 -22.20976452900976),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0
996,26877260,1,7.489803921568625,5.098039215686274,128.781045751634,8539.0,27707625,0,POINT (-42.52164999245315 -22.2156970957443),POINT (-42.52043283470749 -22.2303983698888),7.366666666666666,2.6660000000000004
997,26877261,1,14.151250000000005,6.5625,95.17968750000003,4750.0,27707625,1,POINT (-42.51606940417963 -22.20884079216876),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0
998,26877262,1,3.944761904761905,4.523809523809524,110.76587301587303,2932.0,27707625,1,POINT (-42.51267789976521 -22.21037794038961),POINT (-42.52043283470749 -22.2303983698888),7.833333333333332,3.225
999,26877263,1,4.2621818181818245,4.836363636363636,119.60454545454546,8757.0,27707625,1,POINT (-42.51325376085236 -22.21071175973987),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0
1000,26877264,1,8.360000000000003,7.1,129.4972222222222,5066.0,27707625,0,POINT (-42.5257369848739 -22.21486552142665),POINT (-42.52043283470749 -22.2303983698888),8.45,3.068
1001,26877265,1,4.45,6.0,83.91666666666667,341.0,27707625,0,POINT (-42.53010411521268 -22.21793885919095),POINT (-42.52043283470749 -22.2303983698888),8.983333333333333,2.5069999999999997
1002,26877266,1,10.718888888888872,3.9682539682539684,145.14814814814812,11582.0,27707625,1,POINT (-42.51188284331852 -22.21202697236686),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0
1003,26877267,1,10.529302325581384,3.9069767441860463,133.67441860465115,7323.0,27707625,1,POINT (-42.51491490489889 -22.2138338254706),POINT (-42.52043283470749 -22.2303983698888),9.633333333333333,3.741
1004,26877268,1,10.866603773584892,4.037735849056604,157.74685534591194,10690.0,27707625,1,POINT (-42.51225001672486 -22.21374794830911),POINT (-42.52043283470749 -22.2303983698888),10.833333333333336,3.92
1005,26877270,1,5.756,3.0,121.03611111111111,4613.0,27707625,1,POINT (-42.51468714619477 -22.20584939433405),POINT (-42.52043283470749 -22.2303983698888),8.75,3.79
1006,26877271,1,21.0775,10.0,105.81250000000001,1499.0,27707625,1,POINT (-42.51517338264546 -22.20521581655663),POINT (-42.52043283470749 -22.2303983698888),8.716666666666667,3.553
1007,26877272,1,6.841428571428572,7.571428571428571,59.27380952380952,679.0,27707625,0,POINT (-42.52856322940949 -22.20740597870292),POINT (-42.52043283470749 -22.2303983698888),10.783333333333333,4.059
1008,26877273,3,0.05,1.0,4.583333333333333,19.0,27707625,1,POINT (-42.51049634952687 -22.20158720768342),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0
1009,26877274,1,20.508000000000006,10.85,116.84791666666668,6082.0,27707625,1,POINT (-42.51426418154671 -22.20399214592078),POINT (-42.52043283470749 -22.2303983698888),9.2,3.717
1010,26877275,1,6.599999999999999,7.0,94.88888888888887,331.0,27707625,0,POINT (-42.53015057418958 -22.20645502657817),POINT (-42.52043283470749 -22.2303983698888),10.833333333333336,4.177
1011,26877278,1,3.2077142857142884,4.757142857142857,129.98214285714283,12201.0,27707625,1,POINT (-42.51813966871072 -22.22177373926661),POINT (-42.52043283470749 -22.2303983698888),3.9166666666666665,1.4909999999999999
1012,26877280,1,10.301139240506343,3.721518987341772,107.16033755274266,12395.0,27707625,1,POINT (-42.52496813377229 -22.22331331026101),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0
1013,26877281,1,3.3428571428571425,4.9523809523809526,78.91666666666667,2281.0,27707625,1,POINT (-42.51869332463718 -22.21951610188654),POINT (-42.52043283470749 -22.2303983698888),4.433333333333334,1.778
1014,26877282,1,0.7689583333333339,1.9166666666666667,111.70138888888891,15573.0,27707625,1,POINT (-42.52240160355115 -22.22424024688985),POINT (-42.52043283470749 -22.2303983698888),5.5,1.649
1015,26877283,3,1.59,3.0,264.0,453.0,27707625,1,POINT (-42.51922345609756 -22.21859428060151),POINT (-42.52043283470749 -22.2303983698888),0.0,0.0
1016,26877284,1,1.409622641509433,2.9245283018867925,112.0157232704403,8065.0,27707625,1,POINT (-42.52593526829793 -22.22235297550935),POINT (-42.52043283470749 -22.2303983698888),5.9,1.7280000000000002
1017,26877285,1,7.66920634920636,4.626984126984127,100.89947089947091,19827.0,27707625,1,POINT (-42.52368026323353 -22.22376317093352),POINT (-42.52043283470749 -22.2303983698888),6.0166666666666675,1.702
1018,26877286,1,1.5576208178438586,2.9442379182156135,90.2815985130111,35613.0,27707625,1,POINT (-42.5202330269326 -22.21797770091013),POINT (-42.52043283470749 -22.2303983698888),4.916666666666667,2.021
1019,26877287,1,0.8585256410256403,1.9615384615384615,105.07425213675211,22602.0,27707625,1,POINT (-42.52643689124949 -22.2236065081338),POINT (-42.52043283470749 -22.2303983698888),6.5166666666666675,1.88
1020,26877288,1,15.997843137254918,6.911764705882353,117.24754901960792,15694.0,27707625,1,POINT (-42.52412100298187 -22.22130516819891),POINT (-42.52043283470749 -22.2303983698888),6.9,1.949
1021,26877289,1,1.5426000000000022,2.88,83.80750000000002,12084.0,27707625,1,POINT (-42.52010893218142 -22.21896891568286),POINT (-42.52043283470749 -22.2303983698888),7.2666666666666675,2.7889999999999997
